Iteration	Posterior	Likelihood	Prior	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation[11]
890	-204.3767	-159.0436	-45.33307	0.0435777	0.157636	2.09444	0.523709	0.62477	0.21015	0.107202	0.763405	1.01157	0.138786	0.190441
900	-207.6786	-161.3077	-46.37089	0.0710046	0.1709	1.94523	0.488731	0.500283	0.141877	0.0579836	0.686703	0.859807	0.0583079	0.118396
910	-209.8687	-159.5773	-50.29134	0.0268974	0.0642067	2.00568	0.436001	0.170007	0.319025	0.0379828	1.03528	0.59443	0.0682398	0.175629
920	-211.5205	-164.1612	-47.35934	0.00684126	0.0851867	1.88201	0.415382	0.14522	0.327363	0.186495	0.815615	0.381683	0.191803	0.147551
930	-208.9359	-163.2687	-45.66724	0.0110062	0.173114	2.00307	0.41804	0.156362	0.480449	0.0704653	0.899858	0.671772	0.500399	0.225992
940	-208.6806	-166.7753	-41.90524	0.0282804	0.165782	2.1502	0.239712	0.210724	0.381023	0.138995	0.930703	0.325523	0.0982697	0.268441
950	-207.4562	-157.7291	-49.72716	0.00509094	0.0718095	1.97849	0.303538	0.297508	0.10993	0.0727893	0.739904	0.443204	0.166571	0.243952
960	-212.3993	-162.1447	-50.25465	0.000721765	0.114542	2.05353	0.298262	0.42847	0.105394	0.090504	0.873523	0.644328	0.0269325	0.176433
970	-210.8653	-157.892	-52.97335	0.00223391	0.0262947	2.12248	0.271876	0.646036	0.110744	0.20562	0.869547	0.412273	0.0574995	0.126076
980	-205.4234	-157.1167	-48.30676	0.00226302	0.0221939	2.02988	0.368203	1.02761	0.187225	0.155326	0.917513	0.436557	0.160828	0.0746009
990	-213.2244	-163.4289	-49.7955	0.00670498	0.0550454	1.99849	0.393803	1.33398	0.20517	0.111382	0.939702	0.212469	0.019505	0.113895
1000	-216.6275	-163.4695	-53.158	0.0109332	0.0584824	2.18909	0.239553	1.17745	0.0904286	0.0836135	0.975741	0.611286	0.182517	0.147823
1010	-212.9768	-157.4687	-55.50806	0.00247714	0.0648754	1.97311	0.423608	1.05362	0.121507	0.0164319	0.968808	0.430683	0.147114	0.331616
1020	-217.6892	-159.6711	-58.01809	0.0105206	0.110048	2.15339	0.41678	0.973397	0.0406676	0.0106982	0.945234	0.76326	0.61951	0.344608
1030	-217.4607	-157.5394	-59.92129	0.0205567	0.0158161	1.86916	0.304997	1.16066	0.0295328	0.0876648	0.690672	1.08647	0.635158	0.350839
1040	-213.1606	-156.7138	-56.44684	0.00178703	0.0194605	1.99272	0.223209	0.859323	0.101654	0.237537	0.686155	1.6061	0.377497	0.31527
1050	-216.2613	-156.5197	-59.74154	0.000399705	0.0156653	2.03911	0.26338	0.718139	0.0953856	0.260248	0.851945	1.32551	0.677886	0.36781
1060	-225.759	-162.0356	-63.72337	6.49443e-05	0.15453	1.86985	0.186999	0.694624	0.0835102	0.154025	0.583812	2.02653	0.115067	0.464343
1070	-213.9797	-157.2212	-56.75849	0.00508384	0.182948	2.15531	0.108564	0.915081	0.259544	0.310999	0.849629	1.55185	0.561751	0.955344
1080	-213.6931	-158.4931	-55.20001	0.0131303	0.110312	2.43244	0.229173	0.872998	0.063191	0.345288	0.761801	2.96886	0.524041	0.995346
1090	-212.9907	-157.5193	-55.47142	0.00559133	0.0206876	2.56641	0.309586	0.920823	0.097003	0.394859	0.830542	2.02659	0.262944	0.7594
1100	-211.4799	-156.2141	-55.26584	0.00242284	0.069437	2.31588	0.207992	0.749951	0.046799	0.199516	0.796936	1.26255	0.40099	0.841301
1110	-214.4124	-155.3229	-59.08951	0.000494904	0.00359818	2.13099	0.257286	0.731522	0.143077	0.0709457	0.758621	1.51508	0.552799	0.466837
1120	-220.2626	-156.2521	-64.01057	0.000235755	0.01537	1.67	0.19976	0.627659	0.0173983	0.119949	0.646476	1.18869	0.00286799	0.809639
1130	-215.9864	-159.9459	-56.04056	0.00252111	0.00345598	1.59064	0.112212	0.613877	0.0178899	0.0401811	0.621248	0.803619	0.304956	0.440875
1140	-212.1545	-155.5739	-56.58058	0.00221651	0.00985812	1.67051	0.0121439	0.617591	0.0241209	0.050572	0.495218	0.970532	0.0669355	0.393545
1150	-212.266	-160.1809	-52.08514	0.000897186	0.00651861	1.71068	0.0487513	0.703325	0.0371848	0.0402185	0.468059	0.824901	0.185235	0.319273
1160	-208.0709	-155.2043	-52.86657	0.00127073	0.0507224	1.8165	0.0357881	0.8121	0.0319403	0.030279	0.64687	0.772397	0.130429	0.262263
1170	-213.6401	-157.0797	-56.56042	0.00341349	0.00748826	1.54504	0.0162328	0.556264	0.0529428	0.150989	0.63117	0.734828	0.0082622	0.201623
1180	-216.0685	-156.0406	-60.02791	0.00307715	0.000210421	1.78749	0.197497	0.658929	0.0152688	0.0434477	0.563085	0.987109	0.0531776	0.206662
1190	-207.1238	-157.9079	-49.21594	0.00722364	0.0145448	1.86429	0.26844	0.777079	0.0282757	0.0358983	0.540674	0.510444	0.0672655	0.116553
1200	-211.3241	-157.7281	-53.59602	0.00245249	0.0341664	1.91314	0.0867001	0.923409	0.0963428	0.0601704	0.590546	1.05242	0.113489	0.2936
1210	-212.6115	-157.5336	-55.07792	0.000228183	0.165266	1.62134	0.267044	1.0735	0.127547	0.100264	0.464615	1.06241	0.297023	0.141392
1220	-212.0582	-157.7639	-54.29425	0.00304043	0.034657	1.55486	0.144143	0.985452	0.0687885	0.0453688	0.483669	1.02334	0.571885	0.0860315
1230	-216.91	-164.3399	-52.57009	0.0233806	0.106208	1.50228	0.319003	0.855081	0.0789027	0.205104	0.46953	1.80779	0.181909	0.0954066
1240	-220.2423	-161.3549	-58.88748	0.000198636	0.00432486	1.81817	0.112963	0.952161	0.0961873	0.0846141	0.491595	1.77243	0.0753795	0.0890085
1250	-214.875	-160.5818	-54.29324	0.021296	0.0250033	1.68187	0.163576	0.850118	0.0655473	0.0460171	0.488908	0.365831	0.0521756	0.0846523
1260	-220.1333	-160.7576	-59.37577	0.00247846	0.0782908	1.83274	0.314076	0.688917	0.141471	0.0210641	0.451316	0.522324	0.000726609	0.0747867
1270	-212.3166	-155.7143	-56.60232	0.00517921	0.0158416	2.07453	0.484614	0.737697	0.103061	0.0741437	0.576502	0.714437	0.16701	0.114582
1280	-219.6355	-155.6822	-63.95334	0.00729116	0.000488186	2.26941	0.500488	0.693667	0.0784221	0.110765	0.686425	0.629779	0.018387	0.146091
1290	-223.4544	-162.6428	-60.81157	0.00132587	0.0386775	2.23889	0.535261	0.710526	0.162285	0.0249844	0.587101	0.592203	0.407228	0.186101
1300	-222.3006	-161.6072	-60.69339	0.00013468	0.0203311	2.14411	0.584327	0.498626	0.109346	0.034005	0.774625	0.399378	0.520249	0.109332
1310	-215.1898	-159.0708	-56.119	0.00385001	0.0274862	1.98589	0.274129	0.677133	0.0299978	0.0533205	0.598817	0.399423	0.134925	0.133056
1320	-215.2365	-160.0746	-55.16185	0.0230916	0.15219	1.73384	0.391987	0.658186	0.205065	0.0740114	0.591852	0.625444	0.880118	0.230263
1330	-213.9219	-158.6204	-55.30147	0.029631	0.339131	1.76833	0.366896	0.769565	0.296952	0.0403025	0.495274	0.601322	0.436403	0.146885
1340	-216.4588	-163.3985	-53.06027	0.0362582	0.46612	1.89446	0.195604	0.723157	0.263027	0.176254	0.566682	0.890785	0.216152	0.151332
1350	-216.3759	-161.6258	-54.75002	0.032068	0.446495	1.82775	0.35257	0.711567	0.10777	0.0782038	0.441589	0.643448	0.153271	0.160511
1360	-216.3377	-161.6533	-54.68441	0.029111	0.384436	1.84452	0.242181	0.651229	0.0646301	0.0825318	0.391221	0.275808	0.142206	0.0899359
1370	-217.0241	-161.6888	-55.33536	0.029866	0.327308	1.725	0.120447	0.608786	0.204243	0.0408044	0.412906	0.355567	0.065731	0.0666293
1380	-222.8229	-162.7692	-60.05368	0.00873679	0.368602	1.73078	0.154158	0.632324	0.0229579	0.174555	0.598478	0.501081	0.259972	0.0930202
1390	-221.1431	-166.9492	-54.19394	0.0576471	0.419374	1.55336	0.242574	0.696653	0.146551	0.327356	0.513329	0.921526	0.113287	0.0795794
1400	-218.0994	-159.9956	-58.10383	0.00737616	0.440622	1.80904	0.279894	0.71643	0.0703795	0.0524179	0.520838	0.774525	0.615887	0.0551974
1410	-219.5802	-164.4076	-55.17264	0.0416741	0.551816	1.73397	0.329191	0.302484	0.0764788	0.0716132	0.550735	0.470799	0.303475	0.0475859
1420	-218.8155	-163.1035	-55.71196	0.00622976	0.578992	1.73758	0.412831	0.233132	0.149739	0.169506	0.545488	0.848757	0.142018	0.0536698
1430	-215.2186	-158.8467	-56.3719	0.0128634	0.586808	1.82038	0.44209	0.271112	0.06266	0.0759123	0.368881	0.906292	0.320733	0.0540375
1440	-216.317	-160.1364	-56.18057	0.0183538	0.629717	1.95692	0.515564	0.403116	0.0447434	0.0513941	0.327609	0.723831	0.0464655	0.0920994
1450	-215.7256	-161.2042	-54.52136	0.0475691	0.648884	2.12711	0.530743	0.351402	0.0270238	0.047994	0.36262	0.533869	0.0132328	0.0225363
1460	-217.0135	-163.9334	-53.08004	0.0289315	0.647457	2.20856	0.550733	0.260285	0.24429	0.0515352	0.269247	0.441694	0.0873806	0.0380124
1470	-221.8399	-173.0138	-48.82611	0.0975058	0.603109	2.10062	0.507635	0.192977	0.212405	0.107133	0.275992	0.195941	0.0277808	0.0177245
1480	-217.2542	-163.4735	-53.78076	0.0160189	0.43818	2.0532	0.452459	0.158617	0.0510732	0.0653413	0.460586	0.375021	0.0379223	0.0262015
1490	-219.6429	-164.3167	-55.32619	0.0145962	0.502956	2.31258	0.271917	0.17215	0.0156036	0.0612075	0.447075	0.331511	0.0616458	0.0228331
1500	-223.8453	-167.9656	-55.87963	0.0370514	0.523623	2.53623	0.166822	0.12239	0.0599294	0.0521124	0.323223	0.145327	0.0319685	0.0302653
1510	-221.6976	-166.8251	-54.8725	0.0316247	0.51456	2.56599	0.238459	0.126511	0.0459817	0.0582137	0.274181	0.352798	0.0259721	0.0177674
1520	-225.9044	-165.9315	-59.97283	0.00652193	0.571884	2.67779	0.167375	0.168133	0.0466497	0.0240821	0.356111	0.544742	0.0321339	0.0176916
1530	-224.5995	-163.8507	-60.74882	0.0091925	0.464412	2.39624	0.236739	0.229231	0.0417345	0.100557	0.470301	0.345247	0.00275794	0.00791133
1540	-227.534	-170.6643	-56.86969	0.0174058	0.422893	2.10318	0.105221	0.13608	0.110597	0.187411	0.646896	0.461846	0.125921	0.013238
1550	-219.399	-163.0013	-56.39771	0.00478005	0.419352	1.99402	0.225437	0.18706	0.108243	0.0865653	0.482911	0.281592	0.00738638	0.00862072
1560	-221.6751	-165.7009	-55.97422	0.0180635	0.582635	2.13656	0.205479	0.214626	0.0656134	0.19283	0.619684	0.249491	0.00588388	0.00913936
1570	-218.0213	-164.605	-53.41631	0.0167317	0.624633	2.47622	0.200476	0.129485	0.0352095	0.13779	0.478902	0.483864	0.0391367	0.0125832
1580	-222.0566	-171.899	-50.15765	0.0552607	0.599738	2.51497	0.195683	0.1021	0.0908234	0.0935871	0.504568	0.115658	0.0169371	0.02279
1590	-218.7389	-165.7662	-52.97267	0.0178162	0.694999	2.94014	0.356608	0.0538517	0.065264	0.0541009	0.409045	0.194779	0.0187578	0.0379834
1600	-224.6907	-163.0053	-61.68544	0.000127642	0.667627	2.72801	0.147417	0.071743	0.131143	0.0216602	0.528425	0.282134	0.0611526	0.027565
1610	-219.4688	-163.9288	-55.54	0.00402501	0.602731	2.56504	0.0663828	0.101734	0.108077	0.0523411	0.4966	0.261089	0.0406754	0.0108405
1620	-215.5851	-164.6293	-50.95578	0.0207619	0.630108	2.69765	0.2113	0.156302	0.169398	0.0663719	0.4167	0.195703	0.0351597	0.00826671
1630	-218.5663	-163.4392	-55.12706	0.013895	0.642017	2.83161	0.187546	0.195316	0.113975	0.133359	0.508667	0.35898	0.0613633	0.0173615
1640	-218.0215	-162.9279	-55.0936	0.00174228	0.733467	3.2515	0.12156	0.226995	0.0407767	0.0774107	0.698751	0.265416	0.00710058	0.0135992
1650	-218.0111	-161.4388	-56.57231	0.00315752	0.68526	3.31953	0.0321409	0.321501	0.0250881	0.0946746	0.504927	0.193028	0.0129321	0.0167395
1660	-211.5445	-162.9131	-48.63139	0.0182028	0.645187	3.08909	0.161455	0.388076	0.0867703	0.110884	0.497956	0.418432	0.0570227	0.0284559
1670	-212.5662	-161.5353	-51.03084	0.00940873	0.597174	2.94429	0.354294	0.278411	0.0555055	0.121536	0.551801	0.270724	0.0496429	0.0272359
1680	-212.3161	-163.3036	-49.01246	0.00976034	0.618442	3.00068	0.299014	0.242797	0.103523	0.0759373	0.647082	0.406467	0.0549285	0.0136243
1690	-220.1353	-166.5961	-53.53917	0.00594151	0.575793	2.7335	0.317838	0.12408	0.0638477	0.13352	0.720621	0.332667	0.0256934	0.0341285
1700	-211.2738	-160.7992	-50.47454	0.0182217	0.657038	2.91475	0.273077	0.391086	0.171858	0.168251	0.611641	0.476713	0.16234	0.0627705
1710	-220.7059	-164.6919	-56.01395	0.00371609	0.811332	3.54322	0.160195	0.163571	0.138008	0.147178	0.944762	0.311742	0.00952928	0.0671095
1720	-220.5736	-161.5799	-58.99363	0.00121827	0.813792	3.46846	0.158279	0.220326	0.0967385	0.349735	1.01434	0.573125	0.0226538	0.052674
1730	-219.135	-159.3606	-59.77443	0.00500957	0.603044	3.44358	0.178348	0.498022	0.348189	0.270087	0.88919	0.706924	0.0619342	0.033406
1740	-217.4113	-162.3676	-55.04366	0.027769	0.593	3.41468	0.283741	0.544261	0.334368	0.264205	0.863108	0.409545	0.0141034	0.0375503
1750	-218.6152	-162.9048	-55.71036	0.0117989	0.597	3.22309	0.232957	0.539689	0.571965	0.141728	0.984474	0.246446	0.0269735	0.020812
