Iteration	Posterior	Likelihood	Prior	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation[11]
950	-201.7184	-161.063	-40.65535	0.00442738	0.00787993	0.0190669	0.0177301	0.115316	0.14747	0.636768	0.789476	0.404652	0.355709	0.663583
960	-199.5595	-157.4173	-42.14224	0.0159584	0.0184818	0.0236629	0.0297471	0.192507	0.478708	0.845601	1.02187	0.926496	0.756431	0.718674
970	-198.007	-159.9259	-38.08108	0.0107514	0.0258183	0.0527938	0.0703693	0.174174	0.427296	0.65684	0.854031	0.514115	1.36774	0.475957
980	-213.4312	-168.5408	-44.89042	0.0149362	0.0649097	0.0127763	0.246932	0.181037	0.335497	0.726305	0.655651	0.597735	0.435636	0.22985
990	-195.2647	-160.9994	-34.26532	0.064808	0.0489273	0.104716	0.139858	0.158779	0.34171	0.491386	0.736685	0.654925	0.212016	0.200669
1000	-196.8159	-161.4009	-35.41503	0.0745705	0.0860904	0.0808225	0.377681	0.305134	0.202289	0.47462	0.738644	0.644779	0.257966	0.386072
1010	-197.0143	-163.1662	-33.84806	0.0577969	0.0630981	0.0927902	0.236154	0.269108	0.231726	0.725168	0.784375	0.926551	0.513468	0.3189
1020	-193.6254	-160.7593	-32.86618	0.0338636	0.059829	0.129258	0.221506	0.399428	0.32995	0.599656	1.04009	0.726175	0.343624	0.456784
1030	-195.8566	-160.2575	-35.59915	0.0600151	0.0845645	0.142697	0.253981	0.469978	0.518251	0.401873	1.0787	1.54598	0.640229	0.273079
1040	-191.0909	-156.374	-34.71689	0.0330434	0.0518514	0.121479	0.293424	0.436486	0.288433	0.418041	1.10821	1.40332	1.01553	0.526538
1050	-199.0471	-159.1917	-39.85536	0.0544029	0.0950611	0.136165	0.426455	0.24121	0.3502	0.504891	0.864418	1.3641	1.5502	0.591073
1060	-197.9285	-163.1959	-34.7326	0.0411263	0.137519	0.112756	0.149012	0.253239	0.427377	0.532168	0.769279	1.16175	0.951818	0.624937
1070	-189.2639	-164.6659	-24.59802	0.0932744	0.0947838	0.165976	0.142669	0.248994	0.308798	0.263491	0.553451	0.40292	0.46475	0.698028
1080	-186.9823	-162.7567	-24.22565	0.11177	0.154103	0.201299	0.280785	0.263891	0.291913	0.434921	0.653259	0.673178	0.599123	0.50855
1090	-193.697	-163.47	-30.22696	0.165955	0.171071	0.100476	0.182719	0.304988	0.362582	0.441956	0.880289	0.857024	0.412992	0.451557
1100	-197.1473	-163.0833	-34.06399	0.0124335	0.0362769	0.150185	0.210199	0.469498	0.439426	0.614093	0.878239	0.872673	0.482258	0.300414
1110	-194.8029	-169.143	-25.6599	0.0658686	0.0588733	0.0505267	0.123216	0.207567	0.494018	0.459216	0.573033	0.599071	0.465953	0.472321
1120	-196.5411	-163.9545	-32.58655	0.0726721	0.0641301	0.141829	0.187562	0.298021	0.313646	0.399205	0.578398	0.339682	0.191188	0.265678
1130	-195.8701	-165.3098	-30.5603	0.0699409	0.118048	0.21045	0.213493	0.188066	0.262599	0.363783	0.425419	0.589106	0.430921	0.463972
1140	-198.6112	-169.8204	-28.79081	0.111032	0.112734	0.12429	0.229637	0.180302	0.280013	0.285113	0.458089	0.40342	0.341695	0.277539
1150	-199.3616	-164.5836	-34.77806	0.0344651	0.181572	0.153047	0.16832	0.148807	0.132999	0.281358	0.527759	0.788619	0.373751	0.449586
1160	-202.2568	-160.8655	-41.3913	0.0106686	0.114839	0.18249	0.183264	0.331696	0.0836092	0.163388	0.46226	0.674691	0.395039	0.318391
1170	-205.8156	-165.2471	-40.56856	0.0134834	0.0299004	0.0856414	0.0865867	0.492041	0.138266	0.169511	0.615166	0.417943	0.194374	0.283497
1180	-214.3289	-169.0005	-45.32833	0.0222354	0.0441879	0.0473112	0.220319	0.542134	0.134532	0.347441	0.237154	1.00432	0.184309	0.155889
1190	-205.2115	-161.8612	-43.3503	0.0637249	0.0803564	0.0596627	0.253261	0.383085	0.110473	0.229968	0.339122	0.72258	0.147078	0.106122
1200	-206.9159	-160.1007	-46.81521	0.0181228	0.17023	0.163119	0.343878	0.372364	0.147284	0.126449	0.436077	1.00577	0.127457	0.116937
1210	-215.7296	-167.079	-48.65063	0.0322299	0.473187	0.0858149	0.383154	0.368542	0.1138	0.199404	0.57211	0.393026	0.0422055	0.0676154
1220	-208.6159	-170.5489	-38.06702	0.0598945	0.372888	0.124627	0.305019	0.352202	0.17378	0.246987	0.411	0.214525	0.0675701	0.0842074
1230	-205.5463	-168.2717	-37.2746	0.0240917	0.227072	0.0895509	0.216133	0.24642	0.137224	0.192301	0.328554	0.329236	0.127015	0.0184819
1240	-208.9252	-168.1683	-40.75683	0.0389281	0.300608	0.200697	0.285152	0.139231	0.0801019	0.146549	0.276044	0.32913	0.0289285	0.00839302
1250	-209.2939	-169.3269	-39.96697	0.0906799	0.317147	0.245923	0.267186	0.152603	0.106902	0.126394	0.382538	0.481736	0.0695613	0.013832
1260	-208.9678	-165.7436	-43.22423	0.00518358	0.380019	0.128845	0.331924	0.198889	0.108003	0.0757333	0.414341	0.331198	0.0456601	0.026951
1270	-213.9572	-166.4133	-47.54394	0.0407425	0.0401753	0.0688215	0.296417	0.277092	0.0783264	0.107591	0.320611	0.32229	0.0139655	0.0141933
