Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]
200	-208.3246	-159.2756	-49.04896	0.00413561	0.00688921	0.0281131	0.0213077	0.0300747	0.44379	0.18205	0.080391	1.2021	1.0481	0.331009
210	-204.8225	-158.5458	-46.27662	0.000652388	0.00532729	0.00407352	0.00225725	0.0413159	0.386245	0.20815	0.133607	1.88889	1.61166	0.302621
220	-203.0577	-158.8091	-44.24856	0.0188367	0.04029	0.00343106	0.0124912	0.0543935	0.365816	0.328598	0.140286	2.48339	1.96817	0.245781
230	-199.9431	-158.2716	-41.67147	0.00594943	0.0229197	0.0373939	0.10262	0.0643757	0.262616	0.340576	0.280068	2.50825	2.89868	0.307802
240	-199.1674	-158.0235	-41.14388	0.0102463	0.0256265	0.021694	0.0475676	0.0755131	0.302578	0.391526	0.242321	2.09094	1.96774	0.265064
250	-199.0991	-160.5739	-38.52524	0.0196014	0.0525667	0.0505567	0.0836784	0.0934095	0.200253	0.354757	0.244927	1.81114	1.34008	0.294127
260	-208.9088	-158.9112	-49.99751	0.000463461	0.00149742	0.037303	0.104796	0.136165	0.299603	0.452885	0.318039	1.95649	1.74909	0.317401
270	-206.0032	-162.9077	-43.09549	0.0453714	0.0434748	0.0228449	0.0420524	0.0740366	0.211165	0.609126	0.760072	2.61938	1.26524	0.431815
280	-204.4903	-162.2426	-42.24766	0.0132177	0.0164776	0.057416	0.0958205	0.0204727	0.19892	0.628709	0.525147	1.95902	1.13352	0.349288
290	-200.8405	-159.1685	-41.67198	0.0645906	0.0576091	0.0444404	0.0236609	0.0151433	0.372578	0.559441	0.747642	2.55612	1.53016	0.29517
300	-206.3583	-164.2076	-42.15068	0.130595	0.136183	0.0371925	0.0708862	0.0842295	0.183513	0.338535	0.768646	3.1159	1.03489	0.163303
310	-210.9967	-167.3884	-43.60831	0.161415	0.0125846	0.0334273	0.0402611	0.0435183	0.0626403	0.714841	0.55678	1.82604	0.462092	0.252572
320	-205.8761	-164.3236	-41.55255	0.0564564	0.0849549	0.0815672	0.0331106	0.0984058	0.0510144	0.632214	0.361566	0.613213	0.376032	0.18753
330	-211.6567	-164.4835	-47.1732	0.0846418	0.011278	0.0138329	0.0644006	0.0588491	0.121635	0.159404	0.0617948	1.82097	0.212853	0.125367
340	-207.5732	-164.7059	-42.86734	0.0620249	0.0268081	0.031972	0.0156825	0.13105	0.11892	0.310559	0.0934474	1.25813	0.170331	0.140497
350	-202.4185	-164.4412	-37.97722	0.0632366	0.104546	0.329918	0.168082	0.072052	0.227486	0.474755	0.495323	1.45555	0.430383	0.371801
360	-193.7543	-167.6468	-26.10742	0.150607	0.239249	0.240754	0.177078	0.132741	0.206068	0.366272	0.399588	0.602328	0.498702	0.330944
370	-198.5339	-166.2972	-32.23673	0.091998	0.139644	0.172887	0.108055	0.158631	0.263051	0.764729	0.410779	0.640725	0.688387	0.69088
380	-191.5712	-167.0135	-24.55772	0.13513	0.150895	0.147201	0.156581	0.0993191	0.181002	0.291524	0.230675	0.34234	0.344556	0.375288
390	-191.7215	-167.4934	-24.22815	0.131481	0.0877675	0.0768567	0.0897916	0.132545	0.223474	0.298321	0.427794	0.413831	0.405955	0.371556
400	-194.1071	-167.824	-26.28309	0.0799823	0.074448	0.0708805	0.0770879	0.116695	0.186634	0.179496	0.246254	0.381453	0.378196	0.475153
410	-194.0134	-171.4516	-22.56188	0.0780335	0.0804226	0.0914661	0.103384	0.185399	0.250793	0.258198	0.230419	0.291584	0.304167	0.324267
420	-198.166	-165.9671	-32.19882	0.0561892	0.0788427	0.0796523	0.134118	0.125134	0.124777	0.247202	0.248231	0.268231	0.395782	0.235272
430	-201.3477	-165.3039	-36.04382	0.0335968	0.0419659	0.0688465	0.0407882	0.055791	0.0702003	0.253291	0.156798	0.461196	0.404367	0.329736
440	-200.7454	-166.7092	-34.03617	0.0453563	0.0671412	0.131807	0.114444	0.0857201	0.118467	0.152841	0.117358	0.466165	0.341848	0.194466
450	-208.2458	-166.2601	-41.9857	0.0146711	0.0218313	0.0482692	0.0232183	0.235523	0.0855162	0.299864	0.172245	0.204093	0.935224	0.160761
460	-198.7983	-161.9116	-36.88664	0.0273266	0.115098	0.131976	0.208179	0.193248	0.0877015	0.421089	0.288246	0.839492	1.08754	0.309154
470	-195.8313	-161.9035	-33.92778	0.241943	0.0902143	0.0344049	0.139068	0.221096	0.300767	0.434238	0.202683	1.44942	1.07143	0.196493
480	-198.7527	-162.4019	-36.35084	0.185837	0.285185	0.0289772	0.0487107	0.105233	0.213017	0.454902	0.0994032	0.954505	0.949328	0.26739
490	-198.7966	-165.2276	-33.56901	0.34787	0.219605	0.244821	0.0574333	0.0444491	0.134975	0.369608	0.0852995	0.719207	1.34477	0.196034
500	-198.8083	-169.8102	-28.99816	0.255975	0.248875	0.189385	0.141319	0.126045	0.15276	0.125088	0.058059	0.195745	0.585985	0.124179
510	-196.1749	-163.8906	-32.28429	0.316623	0.157144	0.0937495	0.06623	0.0494418	0.272238	0.120135	0.0801187	0.649033	0.523077	0.0698205
520	-212.063	-164.9802	-47.08281	0.660191	0.100597	0.0397946	0.0358151	0.0329538	0.572368	0.0998673	0.0329596	0.77672	0.589712	0.0260382
530	-208.7384	-160.8905	-47.84792	0.582847	0.0118045	0.00593431	0.000518463	0.012089	0.335873	0.128519	0.053004	1.19287	0.692797	0.00576368
540	-209.4714	-163.4801	-45.99135	0.399325	0.00487322	0.06946	0.0111521	0.0778148	0.159035	0.138248	0.0456933	1.24201	0.458976	0.0102966
550	-217.6835	-161.4575	-56.22597	0.607408	0.00527837	0.00718314	0.005869	0.000696193	0.23381	0.114473	0.00129039	1.32548	0.476976	0.0119441
560	-214.4852	-167.1806	-47.30456	0.37869	0.0639938	0.0211425	0.00183762	0.000125091	0.196556	0.0847734	0.0131603	0.543425	0.365734	0.0201191
570	-214.9201	-164.4111	-50.50904	0.459247	0.0625175	0.0365106	0.0215189	0.00638216	0.152244	0.0940376	0.0199788	0.873246	0.729508	0.0135269
580	-201.4498	-163.054	-38.39577	0.353716	0.0558903	0.053382	0.0566951	0.0419014	0.196826	0.152139	0.0682553	0.785826	0.504697	0.0299177
590	-207.4225	-162.3805	-45.04202	0.210432	0.0824439	0.0375865	0.162512	0.119509	0.156977	0.181522	0.129893	0.766388	0.316965	0.0200472
600	-209.8133	-163.1229	-46.69044	0.0567499	0.26485	0.0843286	0.0099192	0.04554	0.139528	0.118245	0.0664579	0.355727	0.323965	0.0406465
610	-211.3493	-165.7878	-45.56143	0.126851	0.209119	0.246984	0.0324324	0.0492736	0.0387057	0.0479734	0.0465201	0.30625	0.157621	0.0194803
620	-212.3002	-168.4247	-43.87548	0.02396	0.124026	0.327725	0.0225821	0.0130435	0.0669171	0.0196913	0.0370967	0.316234	0.294266	0.0104435
630	-211.0836	-162.8452	-48.2384	0.118085	0.259804	0.0142335	0.0237309	0.0365683	0.190576	0.0101906	0.019917	0.770732	0.258862	0.0261752
640	-207.1597	-163.5917	-43.56803	0.0893315	0.103175	0.18276	0.0410032	0.0520924	0.243687	0.0226973	0.056261	0.391785	0.22671	0.0325495
650	-217.7724	-165.9311	-51.84131	0.462202	0.00305263	0.0122279	0.00668191	0.00422085	0.178694	0.0172923	0.00627015	0.248807	0.382219	0.0323085
660	-211.9668	-167.8149	-44.15184	0.324254	0.10597	0.0422709	0.09308	0.029166	0.138338	0.00571711	0.0246772	0.255824	0.187679	0.0351282
670	-211.8274	-166.7554	-45.07206	0.0992885	0.0306987	0.00412526	0.00387404	0.0177193	0.154923	0.00643991	0.0383256	0.431535	0.154333	0.0492678
680	-214.972	-168.1509	-46.8211	0.0650202	0.0140775	0.0301232	0.0117375	0.00639299	0.0854182	0.00432922	0.0514972	1.23411	0.185792	0.0568795
690	-221.9298	-167.4052	-54.52457	0.0295588	0.0117975	0.00474561	0.0819467	0.0744996	0.0241315	0.007101	0.0236677	1.80975	0.430902	0.0384211
700	-222.957	-168.9702	-53.98686	0.0696747	0.00294639	0.000933674	0.147797	0.00629229	0.0125563	0.00369179	0.00213808	1.8969	0.383446	0.0226993
710	-211.3684	-166.8487	-44.51966	0.102282	0.101033	0.0659093	0.0145142	0.00805572	0.03108	0.00401911	0.0047281	0.355631	0.164249	0.0227224
720	-211.4045	-168.6215	-42.78293	0.270656	0.0904534	0.0219368	0.018708	0.0523529	0.0364396	0.0243603	0.0246082	0.367365	0.169856	0.0726596
730	-214.133	-169.8161	-44.31694	0.0400583	0.0486357	0.0184396	0.0150108	0.0617289	0.0730354	0.0190655	0.0131416	0.191215	0.21353	0.0718523
740	-204.1455	-168.4003	-35.74522	0.0350177	0.0377505	0.0437264	0.0225096	0.0399452	0.101426	0.046565	0.0272022	0.03214	0.0375981	0.0476401
750	-201.7715	-169.1124	-32.65915	0.0541043	0.0845951	0.0416802	0.0398388	0.0527077	0.0917794	0.0490967	0.0388589	0.0464973	0.0292123	0.0322803
760	-212.9806	-173.9294	-39.05124	0.00469676	0.0304084	0.0545577	0.198547	0.0832761	0.0461046	0.116717	0.0457571	0.054169	0.0229176	0.037399
770	-209.1898	-170.746	-38.44388	0.00241999	0.0051133	0.0437715	0.0899998	0.0760526	0.0611617	0.0320574	0.0595729	0.0402705	0.0459366	0.0173711
780	-199.6001	-169.2399	-30.36024	0.0646471	0.0686943	0.122152	0.136817	0.0937153	0.100271	0.100412	0.0657779	0.0661604	0.0314884	0.0284651
790	-204.9469	-169.0544	-35.89246	0.0563499	0.064921	0.0302973	0.0255239	0.0535393	0.0684132	0.105986	0.040065	0.0900654	0.0402047	0.0411294
800	-194.0357	-166.7252	-27.31047	0.106854	0.0803396	0.1214	0.111917	0.0773419	0.0855595	0.0886651	0.0720063	0.0600469	0.0593973	0.0487503
810	-195.6158	-168.4081	-27.20775	0.182777	0.181203	0.09183	0.113817	0.12118	0.118411	0.109713	0.077805	0.05866	0.0856715	0.0543219
820	-198.4167	-169.1435	-29.27323	0.19814	0.267642	0.261874	0.239266	0.101994	0.28949	0.166342	0.0908936	0.0974452	0.0719785	0.0831368
830	-193.1475	-167.581	-25.56656	0.16234	0.178011	0.153137	0.182139	0.184693	0.25255	0.189699	0.190056	0.209385	0.118303	0.101193
840	-199.553	-166.7115	-32.84147	0.0933908	0.0913071	0.18741	0.110862	0.168043	0.226272	0.334958	0.237723	0.184304	0.0715722	0.0610337
850	-206.9014	-167.0405	-39.8609	0.110938	0.0690526	0.104532	0.193502	0.182874	0.168913	0.549241	0.211119	0.330204	0.291704	0.084877
860	-207.6665	-163.8693	-43.79723	0.0779158	0.322901	0.0488679	0.0181203	0.128748	0.0735471	0.644653	0.301917	0.428167	0.143869	0.087349
870	-205.807	-164.9626	-40.8444	0.178224	0.191116	0.100536	0.121139	0.0179367	0.206139	0.285888	0.210612	0.307465	0.161656	0.034929
880	-199.9291	-167.4874	-32.44169	0.111967	0.187117	0.0689445	0.0655157	0.0906357	0.0861417	0.23468	0.0939257	0.129439	0.0530348	0.0210194
890	-208.8071	-165.018	-43.78911	0.250686	0.177397	0.00890313	0.020262	0.0116344	0.110389	0.4069	0.1495	0.927888	0.0702051	0.0133082
900	-208.0576	-166.3948	-41.6628	0.119261	0.213519	0.0734216	0.0339929	0.16469	0.0558565	0.244223	0.132477	0.640383	0.0944248	0.0237754
910	-206.6029	-163.9522	-42.6507	0.106499	0.285705	0.133651	0.0952204	0.193306	0.10175	0.289897	0.387048	1.08687	0.072515	0.0325187
920	-207.5824	-163.5494	-44.03298	0.158548	0.212016	0.136264	0.061695	0.115606	0.235226	0.223454	0.327952	0.985351	0.0444845	0.049863
930	-207.6069	-167.5053	-40.10162	0.0793877	0.147129	0.0235214	0.0300972	0.0265532	0.0925286	0.105887	0.0349772	0.030062	0.0541024	0.0265658
940	-209.1018	-170.6012	-38.50057	0.0760431	0.0773959	0.0294387	0.0380322	0.0356941	0.0449339	0.152206	0.0676774	0.0349063	0.0602529	0.0346645
950	-202.872	-171.8621	-31.00996	0.0284327	0.0270749	0.0451184	0.0192706	0.0425409	0.0367487	0.0384874	0.0485632	0.0778641	0.0464608	0.0597155
960	-193.1166	-171.257	-21.85957	0.0662513	0.0446053	0.0290221	0.0313102	0.0309002	0.0404781	0.0456082	0.0446304	0.0500704	0.0448477	0.0323164
970	-207.7528	-176.1677	-31.58508	0.104747	0.05851	0.0524384	0.0246974	0.0209046	0.0193027	0.0624375	0.0372498	0.0188574	0.0297949	0.0208328
980	-218.1032	-174.3247	-43.77852	0.182139	0.0488791	0.0515404	0.00496571	0.00263496	0.00669144	0.0544087	0.0130625	0.0162823	0.0458801	0.03706
990	-215.3336	-171.7879	-43.54571	0.284763	0.0014328	0.000571539	0.000821696	0.00102246	0.00563879	0.10924	0.0415767	0.0777724	0.0669138	0.018691
1000	-215.6254	-165.7057	-49.9197	0.251904	0.00732629	0.00851035	0.0285438	0.00350862	0.00799826	0.209328	0.00463108	0.252339	0.237545	0.0216838
1010	-214.9416	-166.8434	-48.09821	0.299774	0.0292079	0.00628723	0.00242872	0.015165	0.0140727	0.0731272	0.0273263	0.413097	0.245036	0.0349313
1020	-209.3177	-171.7436	-37.5741	0.0843093	0.117753	0.0204562	0.024612	0.0180458	0.0223664	0.0482511	0.0303405	0.12187	0.374536	0.0593892
1030	-202.5292	-166.8268	-35.7024	0.154722	0.0924485	0.0590416	0.0673026	0.0242454	0.0810894	0.0740242	0.0414954	0.439309	0.310284	0.0477746
1040	-202.1722	-168.0249	-34.1473	0.130629	0.159926	0.0647645	0.0488529	0.0201246	0.0720422	0.0862981	0.0316971	0.326953	0.36694	0.0825707
1050	-206.0689	-168.7477	-37.32117	0.280639	0.115006	0.0828823	0.0550536	0.0507243	0.0407048	0.0300749	0.105339	0.180194	0.828162	0.0539663
1060	-206.0934	-164.7995	-41.2939	0.280987	0.0517837	0.0327645	0.0353469	0.0768819	0.0224577	0.0427118	0.104452	0.702361	0.614103	0.0397869
1070	-206.5884	-166.8614	-39.72692	0.187363	0.0688468	0.0918462	0.0443941	0.0225601	0.0471851	0.0373501	0.173818	1.6549	0.315231	0.0614885
1080	-212.7876	-164.4385	-48.34907	0.0521167	0.199053	0.0231628	0.131239	0.0171058	0.0415035	0.0254599	0.0444962	1.36628	0.176527	0.0320074
1090	-211.4744	-170.3666	-41.10784	0.0729741	0.011947	0.0275506	0.027273	0.0554083	0.117936	0.039678	0.0516603	0.0866779	0.401214	0.0824833
1100	-211.3798	-165.5588	-45.82094	0.0245308	0.0100212	0.00644797	0.00929745	0.0217189	0.234552	0.0763739	0.0763179	0.442939	0.861094	0.0636188
1110	-205.8819	-162.8615	-43.02043	0.0619425	0.00631537	0.0203946	0.0109711	0.0334497	0.291095	0.0860828	0.0548372	0.539198	0.640971	0.141561
1120	-203.8903	-160.635	-43.25531	0.0989588	0.0741529	0.0462828	0.012043	0.0476716	0.245367	0.0777817	0.0689651	0.950528	1.2372	0.0971764
1130	-206.5863	-161.1036	-45.48264	0.021295	0.0805432	0.00617423	0.118619	0.0193625	0.580405	0.190883	0.205318	1.54336	1.67505	0.197038
1140	-211.2514	-162.9082	-48.3432	0.00498544	0.0244916	0.0149104	0.00854076	0.132059	0.3996	0.154012	0.123762	0.796364	0.80929	0.221852
1150	-202.8129	-162.9463	-39.8666	0.0015635	0.00143477	0.00320206	0.01079	0.0289741	0.312688	0.217243	0.347471	0.742296	0.932317	0.179256
1160	-211.6712	-163.9111	-47.76012	0.0230879	0.0186647	0.127935	0.0702471	0.0402838	0.206931	0.296086	0.357431	0.807189	1.06235	0.153863
1170	-202.8628	-161.8734	-40.98942	0.0548151	0.00719026	0.00470077	0.0080586	0.101106	0.217777	0.552772	0.2632	1.06908	1.07373	0.226752
1180	-201.6735	-162.7324	-38.94111	0.0294431	0.00593834	0.0317064	0.0166224	0.073298	0.179049	0.305935	0.252439	0.95174	1.04946	0.265533
1190	-206.7106	-162.6725	-44.03807	0.0474583	0.00629444	0.0509503	0.0101196	0.118131	0.20865	0.117957	0.27021	0.774382	0.796713	0.164853
1200	-201.5898	-162.0878	-39.50201	0.0412846	0.0606789	0.100975	0.0706162	0.0520139	0.147715	0.133841	0.0816962	0.610763	1.29436	0.148699
1210	-203.2538	-165.1388	-38.11495	0.167612	0.0209564	0.012358	0.0299558	0.0322706	0.110205	0.152824	0.138401	0.539302	1.16885	0.107606
1220	-208.6803	-159.939	-48.74124	0.186351	0.0543854	0.0405046	0.00184604	0.0211073	0.273205	0.195561	0.0682036	0.799853	1.32361	0.164679
1230	-208.4929	-162.5351	-45.95775	0.274294	0.0230317	0.00816879	0.00756073	0.034325	0.21744	0.315829	0.0760612	0.675007	1.07111	0.211437
1240	-211.0092	-160.6474	-50.36178	0.228215	0.00989532	0.00280337	0.0560806	0.00079108	0.110766	0.486337	0.143109	0.614445	1.18983	0.314215
1250	-210.717	-163.5323	-47.18473	0.140766	0.0150377	0.00764681	0.0104981	0.0484869	0.0713515	0.618278	0.206517	0.680058	0.893287	0.212992
1260	-222.5715	-163.6456	-58.92581	0.00220186	0.270592	0.0117464	0.0233069	0.00380361	0.0533864	0.369221	0.0852861	0.248984	0.439127	0.232179
1270	-209.9515	-161.6006	-48.35092	0.0608996	0.341382	0.061752	0.00125577	0.00255939	0.0272054	0.617505	0.243055	1.09345	1.29921	0.312034
1280	-204.2967	-160.1504	-44.14633	0.253353	0.0726011	0.0112933	0.00317129	0.023132	0.0104324	0.475373	0.324552	0.859206	0.973398	0.530095
1290	-206.0517	-161.7778	-44.27394	0.076112	0.13037	0.00519284	0.0330025	0.096904	0.0213026	0.519415	0.0669212	1.18596	1.88049	0.53617
1300	-203.4709	-161.9422	-41.52867	0.0225419	0.0673553	0.0457822	0.00945333	0.043973	0.0540385	0.43055	0.0807764	0.686738	2.12629	0.955284
1310	-196.9675	-159.5346	-37.4329	0.030594	0.0556091	0.0758603	0.0577599	0.0761892	0.203836	0.519755	0.24062	1.05904	1.54542	1.24104
1320	-209.0563	-161.8174	-47.23888	0.034318	0.200112	0.070331	0.0140499	0.12266	0.155527	0.289083	0.0990878	0.524272	0.879713	0.559897
1330	-200.7911	-160.2634	-40.52769	0.028688	0.0703414	0.0484657	0.0198564	0.0898514	0.42032	0.267091	0.161894	0.408037	0.922985	0.612652
1340	-202.0234	-158.4361	-43.58732	0.0684528	0.00947696	0.0291781	0.00804255	0.0520748	0.298839	0.540243	0.182818	1.33602	1.32563	1.04822
1350	-201.1388	-159.5004	-41.63832	0.0362288	0.0633536	0.0469002	0.0859736	0.069786	0.292528	0.396176	0.143909	1.36098	1.04392	1.06661
1360	-198.8472	-164.9594	-33.88777	0.0747825	0.0426681	0.0455133	0.0653734	0.0709588	0.17639	0.423525	0.370132	0.844057	1.0589	0.977573
1370	-200.5641	-161.8342	-38.72993	0.0386162	0.0424082	0.0552818	0.0944245	0.133676	0.215694	0.263752	0.108255	1.07052	0.826752	1.392
1380	-212.829	-168.2259	-44.60316	0.0212282	0.0624405	0.129484	0.0598765	0.12533	0.314252	0.330957	0.203473	0.85553	1.09254	1.44716
1390	-200.3484	-167.0535	-33.29481	0.0589132	0.109322	0.0831513	0.0349451	0.0503094	0.0904423	0.107316	0.129901	0.287303	0.556224	0.488449
1400	-194.6889	-168.6444	-26.0445	0.0568658	0.073074	0.0975675	0.0714024	0.0734623	0.0874854	0.182101	0.218456	0.251427	0.30611	0.434966
1410	-194.9108	-166.5661	-28.34476	0.164058	0.122694	0.121993	0.114289	0.0917617	0.0999833	0.0998818	0.211313	0.220247	0.269671	0.243027
1420	-201.9005	-166.3038	-35.59668	0.227307	0.120364	0.110319	0.220837	0.214614	0.148918	0.135094	0.202244	0.277095	0.246987	0.270648
1430	-201.3563	-165.5796	-35.7767	0.209422	0.111588	0.165365	0.132732	0.122383	0.171758	0.105016	0.150768	0.169951	0.302998	0.294095
1440	-197.3895	-170.3954	-26.99409	0.0988636	0.111127	0.100732	0.147508	0.166483	0.147673	0.109428	0.137868	0.186641	0.155326	0.296914
1450	-190.135	-169.791	-20.34406	0.13187	0.135419	0.104016	0.0834125	0.113121	0.140916	0.154609	0.174129	0.195257	0.27693	0.298368
1460	-189.2142	-177.5682	-11.64604	0.15357	0.131134	0.139322	0.129871	0.149743	0.152599	0.157867	0.249365	0.277907	0.321372	0.272036
1470	-192.1634	-170.7781	-21.38529	0.210652	0.201879	0.176086	0.177511	0.153537	0.154391	0.242608	0.335839	0.242523	0.433621	0.401831
1480	-187.1076	-169.1063	-18.0013	0.270764	0.135449	0.152561	0.153853	0.230914	0.212469	0.194022	0.187789	0.386792	0.347729	0.291212
1490	-202.4505	-168.0934	-34.35715	0.34756	0.13182	0.166024	0.145397	0.381308	0.135076	0.202941	0.294196	0.394793	0.480205	0.347009
1500	-201.7341	-163.7363	-37.99784	0.117608	0.178964	0.127205	0.158147	0.320078	0.288331	0.228944	0.196139	0.260087	0.505524	0.162812
1510	-195.9533	-164.7613	-31.19201	0.23519	0.0737564	0.165018	0.100235	0.25277	0.255521	0.304827	0.20126	0.454517	0.353132	0.27018
1520	-192.9398	-166.3341	-26.60571	0.116532	0.128016	0.121147	0.219901	0.287937	0.212929	0.245778	0.226897	0.340264	0.239138	0.333653
1530	-192.4519	-162.6059	-29.84599	0.0973814	0.151517	0.166308	0.238033	0.269857	0.199303	0.3201	0.300979	0.366639	0.316666	0.253579
1540	-195.6382	-164.5866	-31.05155	0.14214	0.129826	0.143897	0.170632	0.164556	0.240602	0.264127	0.277043	0.184486	0.150954	0.176837
1550	-193.1005	-167.5913	-25.50921	0.170218	0.200501	0.114208	0.104017	0.168267	0.200881	0.190097	0.208436	0.34598	0.196217	0.194205
1560	-192.3786	-166.5762	-25.80244	0.132385	0.161021	0.145004	0.125463	0.1523	0.162692	0.255273	0.197657	0.223797	0.265427	0.206596
1570	-192.5123	-170.5876	-21.92471	0.193162	0.209681	0.194839	0.249123	0.15112	0.180516	0.258868	0.203111	0.334591	0.267736	0.206751
1580	-206.4803	-166.2302	-40.25012	0.184101	0.127597	0.102362	0.207593	0.223453	0.26732	0.219326	0.0345408	0.305374	0.38439	0.061877
1590	-205.4306	-165.4438	-39.98683	0.0299683	0.0113712	0.0499466	0.123229	0.204073	0.237816	0.156118	0.0541915	0.295732	0.122222	0.0250803
1600	-202.7607	-165.9545	-36.80617	0.0181107	0.0287599	0.0691922	0.11744	0.120752	0.361039	0.197423	0.116272	0.108525	0.0587704	0.0622908
1610	-200.4669	-165.9712	-34.49566	0.0253079	0.0409083	0.043387	0.0552233	0.140925	0.262484	0.150744	0.0643651	0.072178	0.0359886	0.0445739
1620	-204.7065	-167.4826	-37.22383	0.0128074	0.0136774	0.0659324	0.0845456	0.104615	0.298787	0.128935	0.0746383	0.06838	0.0213174	0.0174265
1630	-211.6685	-166.8781	-44.79042	0.120295	0.168846	0.0474197	0.0233027	0.11161	0.283448	0.21384	0.0219942	0.249442	0.0334628	0.027739
1640	-212.7598	-164.3926	-48.36716	0.139867	0.397408	0.176807	0.0167797	0.0153421	0.151152	0.337096	0.120749	0.2435	0.0587523	0.00465143
1650	-211.8535	-160.4689	-51.38456	0.0456806	0.337137	0.195366	0.00769622	0.0191154	0.0795987	0.617049	0.185643	0.702777	0.0537792	0.00558317
1660	-219.3659	-168.2649	-51.10093	0.0354682	0.242353	0.032647	0.0264373	0.00951889	0.102754	0.329447	0.125262	0.365913	0.10719	0.00130665
1670	-218.7665	-168.4641	-50.30244	0.00299293	0.00145459	0.000294208	0.0556853	0.0849395	0.104698	0.226801	0.0538824	0.114921	0.102707	0.00158401
1680	-217.716	-165.4042	-52.31189	0.0597967	0.00566976	0.0136053	0.093312	0.00350974	0.361108	0.388569	0.00898711	0.0248051	0.155066	0.00277135
1690	-215.4759	-167.35	-48.12596	0.0297828	0.0156645	0.142118	0.0215397	0.152335	0.234145	0.461318	0.0323756	0.0555538	0.0156242	0.00159779
1700	-209.1303	-164.0166	-45.11372	0.0165756	0.113361	0.173005	0.0145209	0.00913776	0.0851596	0.383731	0.0866324	0.313951	0.0353302	0.00193172
1710	-212.3074	-167.7163	-44.59102	0.0987342	0.0315077	0.170232	0.0936812	0.0489751	0.166987	0.0989639	0.108652	0.118831	0.0358087	0.00467619
