Iteration	Posterior	Likelihood	Prior	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation[11]
150	-203.7309	-159.9441	-43.78681	0.0120999	0.0529405	0.0299176	0.439947	0.885027	0.595268	0.768115	0.962106	0.325549	0.117205	0.232452
160	-198.9994	-161.8953	-37.10404	0.0257475	0.0868245	0.15481	0.388298	0.769283	0.514958	0.568097	0.925277	0.42831	0.194897	0.0734965
170	-204.5578	-169.9874	-34.57035	0.00425004	0.0368182	0.143837	0.45718	1.06151	0.685381	0.496963	1.19799	0.25387	0.0541628	0.0497883
180	-200.7613	-161.5412	-39.22016	0.00458047	0.0256259	0.058825	0.475574	0.908733	0.503109	0.656323	1.05107	0.464128	0.0367043	0.219606
190	-191.3278	-163.2747	-28.05306	0.0365216	0.0890542	0.08631	0.443511	0.843219	0.507834	0.74622	1.26549	0.68911	0.247869	0.461987
200	-195.2969	-162.2952	-33.00165	0.0104187	0.0296399	0.174166	0.476143	0.910852	0.514595	0.609432	1.35264	0.4323	0.14443	0.448854
210	-199.5341	-160.7614	-38.77269	0.0111335	0.179261	0.0826247	0.256871	0.66663	0.45486	0.59444	1.26779	0.63632	0.361826	0.457988
220	-207.501	-161.8125	-45.68849	0.0381418	0.202842	0.130182	0.217423	0.547885	0.453337	0.519455	0.881211	0.676375	0.246944	0.386011
230	-205.9873	-165.7825	-40.20481	0.0706934	0.116162	0.190155	0.142549	0.437131	0.342345	0.290659	0.603374	0.283369	0.109971	0.295921
240	-204.7043	-162.8171	-41.88725	0.0640623	0.0677274	0.0581776	0.114311	0.626254	0.332718	0.578886	0.495718	0.632742	0.221227	0.28654
250	-202.3192	-160.2693	-42.04993	0.0235624	0.151321	0.0902043	0.178621	0.411237	0.243874	0.335614	0.489076	0.599708	0.247671	0.171798
260	-207.4646	-166.764	-40.70053	0.00580348	0.012488	0.0412472	0.0585382	0.374183	0.346449	0.387761	0.426518	0.589024	0.178011	0.419178
270	-205.1699	-158.5723	-46.59756	0.00216991	0.0181787	0.0262472	0.127335	0.571064	0.518526	0.203954	0.731084	0.573678	0.292398	0.694461
280	-203.381	-158.9177	-44.46335	0.00840058	0.0141142	0.0474294	0.150538	0.617743	0.604598	0.33602	0.621791	0.865668	1.51357	0.529784
290	-204.3167	-158.1896	-46.12713	0.0168364	0.0116384	0.0355585	0.198234	0.706535	0.650799	0.421822	0.671141	1.6493	1.10498	0.992457
300	-203.7954	-159.9371	-43.85821	0.0113263	0.0161186	0.0673413	0.179397	0.703245	0.487132	0.424833	0.588186	1.05402	0.393869	1.09487
310	-205.7786	-157.5629	-48.21575	0.00682545	0.0891004	0.0490664	0.16545	0.713177	0.608315	0.478145	0.63544	0.930015	0.60017	1.20561
320	-204.1222	-159.0673	-45.05487	0.00733907	0.0527098	0.105827	0.151279	0.827998	0.738811	0.674408	0.382358	1.00153	1.01765	1.24596
330	-203.1599	-159.9804	-43.17951	0.00984738	0.0152497	0.0190251	0.111612	0.924154	0.485645	0.733452	0.598362	0.847247	0.432913	0.80544
340	-210.2262	-162.9816	-47.24461	0.00310937	0.0399964	0.0418302	0.252288	0.812114	0.696018	0.640834	0.750512	0.816931	1.00513	0.55278
350	-207.2056	-160.7847	-46.42089	0.00509251	0.00990176	0.0268266	0.132642	0.866045	0.708153	0.462671	0.699402	1.23339	0.521552	0.233105
360	-213.171	-160.8919	-52.27915	0.00186719	0.00189743	0.0218427	0.124446	0.927072	0.378737	0.62819	0.690022	0.919015	0.268281	0.521189
370	-214.9848	-168.6467	-46.33809	0.0228364	0.013674	0.0845087	0.134367	1.01624	0.404282	0.694567	0.680681	0.817649	0.676529	0.38104
380	-207.5879	-161.5817	-46.00622	0.00319593	0.00749823	0.019651	0.302678	0.657551	0.896862	0.498423	0.353331	0.506347	0.228658	0.441056
390	-210.6214	-164.1884	-46.43298	0.0143017	0.0190965	0.0132434	0.283848	0.863504	0.836566	0.471428	0.613786	0.620645	0.537977	0.337204
400	-212.3356	-161.7668	-50.56881	0.00106253	0.000992357	0.0251305	0.122578	0.452895	0.623761	0.242174	0.539393	0.671959	0.363304	0.334907
410	-207.0893	-167.3255	-39.76379	0.0312592	0.0183717	0.0541687	0.112739	0.515012	0.479206	0.412298	0.489168	0.432103	0.418238	0.302216
420	-206.8804	-160.6322	-46.24813	0.00495864	0.00544079	0.0222087	0.059987	0.739149	0.271566	0.558906	0.98448	0.446859	0.110703	0.38865
430	-211.5247	-166.1551	-45.36955	0.01441	0.0127944	0.00819786	0.0332021	0.649483	0.235796	0.507036	0.871895	0.581729	0.0911122	0.48592
440	-203.5697	-164.1173	-39.45238	0.0154132	0.0167326	0.0419683	0.11641	0.697993	0.356394	0.549883	0.750033	0.621574	0.551923	0.438472
450	-205.4911	-161.2716	-44.21944	0.0122591	0.0120237	0.052657	0.259768	0.599196	0.535215	0.3845	0.614818	0.649602	0.47601	0.611934
460	-205.8494	-158.5911	-47.2583	0.00311683	0.00335697	0.0220063	0.187902	0.486843	0.290645	0.281912	0.514111	0.665732	0.35322	0.668641
470	-202.8211	-163.3326	-39.4885	0.0223368	0.0242385	0.0541281	0.159486	0.515596	0.349523	0.236783	0.65194	0.628813	0.58156	0.774009
480	-206.1391	-167.535	-38.60406	0.0655008	0.117069	0.276747	0.201228	0.136335	0.249727	0.443623	0.642657	0.340365	0.400404	0.684265
490	-203.9993	-161.9363	-42.06308	0.0118244	0.078637	0.306568	0.292191	0.27181	0.121466	0.368399	0.835182	0.900122	0.489655	0.895384
500	-203.4457	-162.2118	-41.2339	0.0122532	0.0471081	0.355057	0.435617	0.204925	0.107093	0.360262	0.614142	0.894119	0.511645	0.891603
510	-203.4066	-161.0777	-42.32882	0.00340206	0.0673371	0.371182	0.517337	0.354987	0.406336	0.114275	0.645629	1.0657	0.313309	0.712339
520	-211.0207	-166.9119	-44.10879	0.0370179	0.0258875	0.358604	0.445614	0.14457	0.381253	0.141165	0.584251	0.459111	0.092666	0.439337
530	-205.5453	-166.2611	-39.28421	0.0278646	0.0179145	0.08322	0.31947	0.188638	0.338634	0.285753	0.474712	0.37165	0.0832314	0.235512
540	-199.1209	-164.5631	-34.55781	0.000486061	0.00605913	0.0257986	0.315245	0.315321	0.270077	0.14612	0.647486	0.307168	0.0388845	0.214977
550	-192.053	-169.6129	-22.4401	0.00897205	0.00655985	0.00930874	0.342296	0.392092	0.089774	0.117985	1.09306	0.432764	0.0484417	0.236329
560	-184.7258	-168.2055	-16.52027	0.00227981	0.0133642	0.0336425	0.237433	0.426357	0.221546	0.098282	0.763449	0.443496	0.142295	0.227316
570	-187.7375	-167.5944	-20.14315	0.00491098	0.00588418	0.0888025	0.300476	0.364446	0.207469	0.141978	0.643142	0.27805	0.255811	0.137937
580	-203.7891	-170.2917	-33.49733	0.00819938	0.0116992	0.112258	0.076134	0.0932307	0.368504	0.249164	0.583321	0.410917	0.0420832	0.0318083
590	-201.9437	-169.0553	-32.8884	0.00279492	0.00353769	0.00523263	0.0670066	0.284323	0.469928	0.217589	0.418592	0.610026	0.0363024	0.186505
600	-208.2791	-167.7061	-40.57308	0.00174612	0.00227648	0.0206621	0.0155993	0.112866	0.563535	0.171734	0.390034	0.31217	0.204849	0.218563
610	-219.1286	-162.8472	-56.28141	0.00015689	4.08558e-05	3.25249e-05	8.28069e-05	0.15822	0.828752	0.139199	0.517382	0.536089	0.0321396	0.510606
620	-210.683	-167.9277	-42.75526	0.00716861	0.00319012	0.00154269	0.00461668	0.174443	0.475076	0.422159	0.508842	0.296728	0.189138	0.275086
630	-211.3954	-164.8331	-46.56233	0.00241627	0.0109398	0.00295198	0.00722135	0.0444398	0.283245	0.307868	0.514984	0.491032	0.0830379	0.169274
640	-190.3232	-170.5727	-19.75051	0.00418994	0.0118144	0.0225212	0.0752159	0.113646	0.205796	0.175832	0.456316	0.320183	0.124685	0.133651
650	-205.5244	-175.5758	-29.94856	0.0251456	0.0213091	0.0261635	0.106755	0.120925	0.148419	0.321052	0.42288	0.185529	0.046031	0.123248
660	-203.4389	-167.3562	-36.08278	0.00029621	0.00271365	0.0157861	0.0137276	0.0777947	0.129549	0.214032	0.501378	0.287091	0.0223559	0.0399649
670	-198.5058	-169.5103	-28.99551	0.000956847	0.00281897	0.00865272	0.0183345	0.0352546	0.0347418	0.100722	0.553848	0.283444	0.0341746	0.159533
680	-213.3005	-167.3423	-45.9582	0.00089893	0.000262313	0.000215971	0.00565329	0.0644785	0.0391882	0.175881	0.410592	0.493795	0.0257772	0.0987278
690	-177.0511	-168.1816	-8.869571	0.00145676	0.000943929	0.00135168	0.0216077	0.0579675	0.0308435	0.144889	0.487607	0.358329	0.0241965	0.0287903
700	-199.6077	-173.2819	-26.32578	0.00921996	0.00217977	0.00462382	0.0269716	0.0282611	0.0660163	0.0801948	0.45267	0.282021	0.208464	0.0773319
710	-196.7314	-170.7066	-26.02488	0.000588736	6.43589e-05	0.00259882	0.0243906	0.022279	0.0495638	0.060419	0.473023	0.269288	0.124888	0.0201602
720	-170.6373	-167.5629	-3.074379	0.000100458	0.00211968	0.00985968	0.00735781	0.0270648	0.0624782	0.103909	0.454669	0.408379	0.0266666	0.0532009
730	-185.8109	-167.9736	-17.83736	0.00089864	0.00101719	0.00025303	0.0027284	0.0503335	0.100895	0.141378	0.436295	0.148968	0.0108293	0.038402
740	-198.5755	-170.426	-28.1495	0.00391461	0.000976068	0.000635239	0.00560708	0.00883601	0.0425792	0.0879354	0.47627	0.287092	0.0547158	0.0927597
750	-188.289	-170.5901	-17.69891	5.13469e-05	3.28354e-05	0.000444567	0.000822158	0.00541397	0.0261982	0.024898	0.266322	0.355799	0.00938269	0.0077371
760	-184.7571	-172.7797	-11.97735	7.33042e-05	0.00102201	0.000943054	0.000749116	0.00150684	0.0372395	0.0141194	0.281305	0.369804	0.0217508	0.012178
770	-197.6437	-171.9341	-25.70952	0.000194154	0.000152174	7.49019e-05	0.000102274	0.0020148	0.0255622	0.025888	0.277146	0.419458	0.00894761	0.00654252
780	-191.5974	-171.2533	-20.34407	0.00273049	0.000377611	0.00286234	0.0105115	0.0112307	0.0236009	0.0540747	0.320553	0.367905	0.016816	0.00419478
790	-195.6244	-172.8464	-22.77805	0.00121085	0.000452527	0.00382771	0.00818704	0.0219412	0.0183993	0.0717111	0.507456	0.247074	0.0603563	0.00632283
800	-178.7669	-171.5242	-7.242722	0.0003792	0.000248895	0.000375771	0.00115974	0.00759069	0.0462569	0.0572926	0.399332	0.283623	0.0705833	0.014784
810	-198.6114	-169.4405	-29.17085	0.00273388	0.00203715	0.00182713	0.0111842	0.00823406	0.0442045	0.0616926	0.414844	0.409707	0.0456771	0.110707
820	-195.4278	-171.2623	-24.1655	0.00242258	0.00126028	0.000642791	0.000479414	0.0074514	0.0586612	0.0582014	0.272718	0.212552	0.084764	0.0434981
830	-167.4494	-176.7059	9.256471	0.000644006	0.00165621	0.00506187	0.00293879	0.00304663	0.035756	0.0694267	0.250605	0.356289	0.111711	0.0892303
840	-183.8047	-168.7771	-15.02758	9.08504e-05	0.000142486	0.000640055	0.00116125	0.00841516	0.0157555	0.0606203	0.362133	0.293431	0.0101407	0.0287362
850	-188.0819	-170.4802	-17.60168	0.000189403	0.000857614	0.000754809	0.00447702	0.0465519	0.0489587	0.0586327	0.34593	0.360153	0.0439566	0.0270685
860	-199.2642	-169.9227	-29.34155	0.00206496	0.00435661	0.00217772	0.0193509	0.0803934	0.0703055	0.0770695	0.530686	0.274508	0.080375	0.0162176
870	-197.8903	-167.2004	-30.68994	0.00150179	0.0005519	0.000566934	0.00397215	0.066301	0.0501562	0.093367	0.465216	0.306247	0.00317367	0.0838721
880	-209.082	-169.4671	-39.61491	0.000567003	8.31884e-05	0.000380996	0.00137206	0.0877403	0.0651511	0.0397575	0.416484	0.159926	0.0149002	0.00604833
890	-202.8573	-168.7205	-34.13685	4.62869e-05	2.75831e-05	0.000576803	0.00254637	0.0390503	0.0324069	0.0581396	0.324759	0.289067	0.0333027	0.00987607
900	-213.1428	-171.909	-41.23382	0.000972757	0.00105411	0.000633928	0.0021897	0.00586826	0.0292379	0.0373443	0.334674	0.129271	0.0535172	0.0338925
910	-212.9016	-169.3049	-43.59671	4.62727e-05	3.80343e-05	0.00146366	0.00135002	0.00537776	0.0308867	0.0644674	0.299802	0.289654	0.0239403	0.0133734
920	-189.4962	-172.7639	-16.73225	0.000454288	0.000111118	0.000346394	0.00112085	0.00118933	0.0125375	0.0614424	0.235167	0.210997	0.0279008	0.00487489
930	-202.2996	-173.8731	-28.42654	0.00166653	0.00217925	0.000426766	8.92867e-05	0.00398892	0.0267948	0.016998	0.27629	0.428569	0.00134538	0.00120129
940	-197.2073	-173.1698	-24.03746	0.000856305	7.25869e-05	0.000121417	0.000475964	0.018078	0.0132452	0.0167274	0.25581	0.285575	0.0838559	0.00269494
950	-205.0949	-172.9341	-32.16086	0.000764797	0.00292126	0.00834616	0.0149913	0.0147866	0.0334043	0.0295122	0.237485	0.262397	0.0188783	0.0321958
960	-208.3269	-171.1186	-37.20831	0.000260548	0.00116382	0.00168286	0.00109819	0.00807862	0.0728505	0.056079	0.287038	0.167566	0.0556143	0.0201809
970	-210.9111	-172.4371	-38.474	0.00107505	0.00216893	0.00641188	0.00580345	0.0126862	0.0556016	0.0591835	0.438824	0.208834	0.0357668	0.0170291
980	-195.9583	-170.4356	-25.52274	0.000496892	0.000345931	0.00676968	0.00779629	0.00462645	0.128565	0.0489537	0.430844	0.292192	0.0297272	0.0721217
990	-152.9238	-172.2677	19.3439	0.00563143	0.00177727	0.00869357	0.00306081	0.00867052	0.0409174	0.0424185	0.386672	0.226971	0.110429	0.0867668
1000	-197.1891	-170.5174	-26.67165	0.000486287	0.000364909	0.000631101	0.00372367	0.00419356	0.0452618	0.0600412	0.321013	0.139916	0.0463519	0.0331461
1010	-209.4018	-172.5416	-36.8602	7.81581e-05	0.000192769	0.000310465	0.00300897	0.00448352	0.0179784	0.121992	0.388308	0.302317	0.0294116	0.0249339
1020	-204.2296	-167.1541	-37.07552	8.65825e-05	0.000212183	9.49722e-05	0.00101282	0.00605022	0.0322193	0.114003	0.372281	0.314342	0.0286471	0.0283302
1030	-201.5452	-173.8287	-27.71657	0.0014657	0.000525913	0.00275332	0.00109607	0.0035938	0.0142277	0.0614927	0.22559	0.182452	0.0509918	0.00731514
1040	-202.9861	-171.4911	-31.49495	0.000439594	0.00012353	0.000795032	0.00129417	0.00258828	0.00827605	0.0438626	0.3693	0.341779	0.0227857	0.00935785
1050	-183.339	-173.2038	-10.13522	0.00011572	0.000116164	0.000528835	0.00126452	0.001626	0.00447069	0.0298726	0.212388	0.164647	0.0202534	0.0121823
1060	-187.4536	-173.1968	-14.25683	0.000527897	0.000955922	0.000595448	0.000445047	0.00298826	0.00327755	0.0242619	0.179299	0.155104	0.0109896	0.0245078
1070	-171.9582	-175.3867	3.428486	0.00159435	0.00344646	0.00147077	0.00203268	0.00354162	0.0188617	0.0514861	0.179256	0.256078	0.0210547	0.0246358
1080	-216.0821	-168.2759	-47.80611	0.000519157	0.000267097	0.00123748	0.00428295	0.0117501	0.054586	0.128504	0.395692	0.216521	0.0506112	0.0292929
1090	-196.26	-167.9726	-28.28741	8.18797e-05	7.45587e-05	0.000141449	0.00298876	0.0179966	0.0413196	0.0954449	0.360898	0.331927	0.0362596	0.027947
1100	-160.1091	-167.9705	7.861367	0.000176877	0.00102122	0.00205668	0.00312206	0.0133161	0.0951473	0.110134	0.393449	0.191323	0.00679414	0.0566447
1110	-199.772	-172.8093	-26.96275	0.00138769	0.0213183	0.0485191	0.0230983	0.00697156	0.040655	0.14639	0.527232	0.358457	0.114956	0.0768469
1120	-196.0352	-170.1435	-25.89177	0.00189027	0.00061595	0.000983586	0.0076672	0.0058371	0.034128	0.103555	0.589275	0.417238	0.0253181	0.0301772
1130	-206.2413	-170.445	-35.79625	0.00100897	0.00104147	0.000888958	0.000315416	0.00611714	0.0515669	0.0865377	0.486409	0.355196	0.0896906	0.0473917
1140	-205.2259	-172.5337	-32.69221	0.000262086	8.97193e-05	0.000162939	0.000967264	0.00440275	0.0105452	0.0758822	0.288697	0.193679	0.0132727	0.00697388
1150	-201.5562	-170.8556	-30.70059	0.000125806	0.000289337	0.00165463	0.000761317	0.01108	0.0282773	0.112793	0.367139	0.333555	0.000453563	0.0931272
1160	-202.0183	-167.0788	-34.93952	0.00221056	0.00152923	0.000618217	0.000585241	0.01649	0.0240419	0.104506	0.619984	0.352352	0.0248294	0.207701
1170	-209.3384	-168.8997	-40.4387	0.000432992	0.00233625	0.0332687	0.0380928	0.0219235	0.124146	0.0977289	0.771892	0.362145	0.31805	0.230311
1180	-212.5594	-169.4606	-43.09879	0.0030966	0.00527935	0.00351782	0.0037717	0.00453969	0.0520224	0.123265	0.885282	0.169637	0.297557	0.465366
1190	-199.7823	-167.3608	-32.42153	0.00317791	0.00358697	0.00666401	0.0166803	0.0118009	0.0380921	0.170534	0.561065	0.296136	0.0825535	0.148406
1200	-205.304	-167.4322	-37.87181	0.00269968	0.000519027	0.00125839	0.00137473	0.0426779	0.0821774	0.245051	0.456738	0.179109	0.0114988	0.0400855
1210	-206.6529	-168.2197	-38.43321	0.000237714	0.000470607	0.0104524	0.0119125	0.0543914	0.112946	0.183386	0.4978	0.13871	0.072438	0.032896
1220	-203.1846	-168.8164	-34.36817	0.0124442	0.0107666	0.0172141	0.0239587	0.0886429	0.205456	0.144971	0.30172	0.28121	0.0291221	0.0410539
1230	-202.9248	-169.8222	-33.10268	0.000961665	0.00596917	0.00722238	0.0522991	0.165468	0.122387	0.135578	0.386972	0.144844	0.131191	0.106685
1240	-197.2529	-168.0493	-29.20363	0.00135184	0.00627594	0.0245915	0.0423473	0.0851113	0.0921938	0.112611	0.338245	0.300028	0.0545229	0.0309918
1250	-191.1932	-170.6276	-20.5656	0.00564395	0.00828118	0.0314802	0.051106	0.103869	0.0570761	0.175391	0.468052	0.177314	0.11156	0.0373366
1260	-198.7941	-167.3159	-31.4782	0.000310788	0.00874547	0.00736756	0.0477612	0.154925	0.191728	0.201166	0.584567	0.232458	0.113194	0.0258295
1270	-203.245	-167.304	-35.94105	0.00106951	0.000232269	0.000772136	0.000559331	0.141813	0.142222	0.321876	0.528124	0.262043	0.015912	0.0226976
1280	-212.9027	-166.0904	-46.81227	0.000303678	9.23177e-05	0.00232901	0.00612413	0.187965	0.0759364	0.265704	0.406258	0.396198	0.0267651	0.0306164
1290	-202.5472	-169.9736	-32.57364	0.00106839	0.00194709	0.0192064	0.0604444	0.0457682	0.0421245	0.302882	0.483134	0.299008	0.0809272	0.0434989
1300	-187.9208	-167.5835	-20.33722	0.000366857	0.00277978	0.00825247	0.0171222	0.114219	0.0934739	0.105374	0.556739	0.298338	0.111747	0.0902539
1310	-172.9576	-168.033	-4.924582	0.00627421	0.00422147	0.00799451	0.0291223	0.09799	0.0945922	0.173593	0.483034	0.323373	0.0893341	0.0920277
1320	-176.9882	-170.5211	-6.467104	0.000172156	0.000397352	0.00238135	0.0158852	0.0826677	0.180365	0.0980487	0.826303	0.326549	0.0430642	0.0452431
1330	-187.2578	-169.6247	-17.63306	0.00740304	0.00869692	0.0357068	0.0895885	0.102107	0.113815	0.264282	0.499484	0.195063	0.0767774	0.100035
1340	-180.0618	-172.6668	-7.394929	0.0024561	0.015837	0.0222325	0.0978372	0.125645	0.0841828	0.146467	0.634544	0.114904	0.119874	0.0652026
1350	-179.0325	-169.5983	-9.43419	0.0031577	0.0107014	0.00965395	0.112823	0.11345	0.12478	0.312702	0.748155	0.33196	0.079255	0.131129
1360	-175.3061	-165.9435	-9.362635	0.00247677	0.0133176	0.00818759	0.0518979	0.193057	0.171995	0.28789	0.584804	0.388608	0.00591383	0.201798
1370	-168.7051	-174.3235	5.618376	0.00989375	0.00807912	0.0425285	0.0661876	0.163268	0.18503	0.400152	0.535162	0.371349	0.158398	0.0569457
1380	-165.3653	-168.8962	3.530875	0.00116145	0.00150324	0.00105331	0.0253363	0.0887437	0.17784	0.263556	0.417493	0.541209	0.0417124	0.0714836
1390	-159.2522	-171.4174	12.16519	0.00559004	0.00129331	0.00261309	0.010788	0.0928599	0.201582	0.0749023	0.33355	0.389235	0.0621862	0.0494142
1400	-185.661	-168.0284	-17.63262	0.00324712	0.00328965	0.00621233	0.0183497	0.05088	0.134541	0.181558	0.646205	0.244762	0.0991484	0.0614653
1410	-188.0776	-168.1318	-19.94577	0.000293335	0.0019747	0.00713317	0.0582415	0.0428422	0.12943	0.207243	0.664746	0.252927	0.108854	0.104471
1420	-207.0411	-167.9224	-39.11866	0.000194368	0.00226021	0.00762189	0.00261874	0.0207842	0.0853887	0.198717	0.882003	0.490129	0.190045	0.183842
1430	-204.6192	-168.0942	-36.52508	0.000394918	0.00020567	0.00197642	0.0184454	0.0234901	0.201918	0.224503	0.602965	0.355027	0.25947	0.236916
1440	-203.8938	-167.9264	-35.96747	0.000102168	0.000456929	0.00138796	0.00684055	0.0414948	0.0672335	0.257394	0.585997	0.48145	0.164986	0.578589
1450	-199.8172	-170.2841	-29.53305	0.00326799	0.00358347	0.0110991	0.0208754	0.0524503	0.199196	0.387885	0.629347	0.683535	0.337533	0.413522
1460	-202.1379	-163.5017	-38.63618	0.00413665	0.000988059	0.00437299	0.00555448	0.172898	0.243038	0.23565	0.597526	0.25585	0.420046	0.435905
1470	-207.6734	-158.943	-48.73038	0.000902368	0.00023233	0.00158307	0.00412067	0.0577565	0.252635	0.363408	0.74819	0.478271	0.0587794	0.503243
1480	-206.273	-161.0225	-45.25047	0.000676357	0.00256023	0.000552312	0.00207294	0.0162753	0.143051	0.324351	0.631402	0.560113	0.651546	0.539362
1490	-204.475	-160.591	-43.88399	0.00103469	0.00498458	0.00188571	0.00947469	0.0290543	0.074388	0.209544	0.564773	0.496363	0.199715	0.382046
1500	-204.1519	-161.7607	-42.39118	0.00215984	0.0037254	0.00837494	0.0144663	0.0346907	0.0966624	0.0891329	0.418691	0.47823	0.41289	0.476319
1510	-202.9642	-162.6889	-40.27533	0.00155973	0.00161673	0.00689377	0.00602367	0.0107862	0.0761834	0.157936	0.503819	1.08021	0.142528	0.595375
1520	-204.7169	-162.0126	-42.70432	0.000478412	0.000656067	0.000302235	0.00549452	0.0179715	0.0706445	0.200148	0.523037	0.41457	0.295636	0.496458
1530	-203.0928	-162.0299	-41.06285	0.000184773	0.000100092	0.000410687	0.00122714	0.00722298	0.0745091	0.232067	0.716396	0.426164	0.111138	0.571213
1540	-203.4139	-163.9222	-39.49177	0.00120651	0.00362402	0.00432614	0.00713245	0.0270667	0.101643	0.325594	0.874505	0.619375	0.317228	0.682245
1550	-210.2813	-164.547	-45.7343	0.000555198	0.00166058	0.00935697	0.0273816	0.0187344	0.0663206	0.509757	0.873595	0.402941	0.172962	0.386338
1560	-199.49	-171.3473	-28.14269	0.005871	0.00186009	0.00491943	0.0344505	0.0616541	0.0653027	0.508205	0.539509	0.443834	0.463712	0.390699
1570	-201.7448	-168.2039	-33.54089	0.00320815	0.00390477	0.0101947	0.00820234	0.0732006	0.1582	0.309938	0.515778	0.879255	0.181529	0.533632
1580	-205.4988	-169.1367	-36.36206	0.000143563	0.0025306	0.0101981	0.0191163	0.0588813	0.0555985	0.240877	0.436365	0.327173	0.28223	0.300143
1590	-196.9032	-167.9088	-28.9944	0.0117747	0.00742552	0.0129905	0.0393752	0.327127	0.201056	0.188023	0.457758	0.317056	0.183137	0.11596
1600	-201.2188	-166.8022	-34.41666	0.00109152	0.000952827	0.00304776	0.00773243	0.579679	0.123305	0.355459	0.597989	0.237969	0.169075	0.0671529
1610	-200.2689	-167.9469	-32.32198	0.0022752	0.0104447	0.00262227	0.000873166	0.301116	0.120091	0.361791	0.57274	0.452378	0.0272656	0.185814
1620	-180.8175	-167.9514	-12.8661	0.00109502	0.00160689	0.0099575	0.0282431	0.374219	0.0477634	0.277111	0.456101	0.376252	0.0196734	0.0707316
1630	-204.3337	-168.695	-35.63869	0.000145757	0.0012645	0.00658359	0.163452	0.266055	0.0684307	0.261906	0.461705	0.175109	0.00758667	0.132569
1640	-184.4098	-167.9561	-16.45368	0.00142611	0.000256318	0.000153861	0.00175765	0.0402476	0.10031	0.241401	0.400189	0.347316	0.0711528	0.0438114
1650	-206.9032	-167.272	-39.63118	0.000258059	0.00032905	0.00121003	0.00443933	0.0179719	0.120511	0.110619	0.460092	0.313683	0.197777	0.11391
1660	-195.0331	-166.183	-28.85016	5.70834e-05	0.000920786	0.00140152	0.0270957	0.0497733	0.121632	0.134344	0.520395	0.380939	0.00217016	0.0998861
1670	-208.2908	-170.3787	-37.91201	0.000110369	0.000619894	0.000643952	0.00195965	0.007535	0.0946035	0.124819	0.483915	0.397992	0.0158822	0.0140121
1680	-208.596	-164.8894	-43.7066	7.45273e-05	2.89707e-05	0.000729089	0.000684299	0.00844546	0.0609978	0.130233	0.810726	0.513416	0.322285	0.0535941
1690	-183.3105	-172.6647	-10.64579	0.000235962	9.61014e-05	0.000550812	0.00190276	0.00858635	0.042033	0.173647	0.504882	0.143834	0.17545	0.0174418
