Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction_sd	log_extinction[1]	log_extinction[2]	log_extinction[3]	log_extinction[4]	log_extinction[5]	log_extinction[6]	log_extinction[7]	log_extinction[8]	log_extinction[9]	log_extinction[10]	log_extinction[11]	log_speciation[1]	log_speciation[2]	log_speciation[3]	log_speciation[4]	log_speciation[5]	log_speciation[6]	log_speciation[7]	log_speciation[8]	log_speciation[9]	log_speciation[10]	log_speciation[11]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation[11]	speciation_sd
130	-196.3852	-167.7373	-28.64793	0.0285803	0.0737277	0.117489	0.118122	0.0767238	0.0565096	0.123923	0.107025	0.156323	0.190132	0.277374	0.4526623	-3.55504	-2.60738	-2.14141	-2.13604	-2.56754	-2.87334	-2.08809	-2.23469	-1.85583	-1.66004	-1.28239	-6.52482	-5.66651	-5.16154	-3.84504	-2.94364	-2.53414	-1.93993	-0.601934	-0.940659	-2.3807	-1.43271	0.00146658	0.00345991	0.00573284	0.0213856	0.0526739	0.07933	0.143713	0.547751	0.39037	0.0924854	0.238662	1.168615
140	-197.745	-169.6437	-28.10134	0.0597401	0.0845392	0.110401	0.129783	0.0877616	0.0768486	0.0632387	0.0626601	0.134934	0.187666	0.24842	0.2850951	-2.81775	-2.47054	-2.20363	-2.04189	-2.43313	-2.56592	-2.76084	-2.77003	-2.00297	-1.67309	-1.39264	-5.53396	-4.75204	-4.82955	-3.00412	-3.47806	-2.38494	-2.37965	-0.689425	-1.05122	-2.13996	-1.39761	0.0039503	0.00863403	0.00799008	0.0495824	0.0308672	0.0920946	0.0925832	0.501865	0.34951	0.117659	0.247186	1.667844
150	-190.9041	-167.8882	-23.01592	0.0524001	0.061294	0.0742751	0.0859634	0.0889096	0.0668243	0.0690103	0.100107	0.0956741	0.0962971	0.0808072	0.2146914	-2.94885	-2.79207	-2.59998	-2.45383	-2.42013	-2.70569	-2.6735	-2.30152	-2.34681	-2.34032	-2.51569	-7.82522	-7.09494	-7.88404	-6.13391	-3.1627	-2.28327	-2.04518	-0.978253	-0.749672	-3.13253	-2.51889	0.000399533	0.000829287	0.000376707	0.00216808	0.0423113	0.10195	0.129357	0.375967	0.472522	0.0436074	0.0805492	1.329479
160	-197.6766	-167.1049	-30.57168	0.12598	0.0931036	0.0652583	0.0894022	0.0839631	0.0541775	0.066145	0.085962	0.0701223	0.0436089	0.0789467	0.3678718	-2.07164	-2.37404	-2.7294	-2.41461	-2.47738	-2.91549	-2.71591	-2.45385	-2.65751	-3.1325	-2.53898	-5.77482	-5.15582	-6.99076	-6.41109	-3.19144	-2.51936	-2.10547	-0.63651	-1.27364	-3.83406	-3.33905	0.00310476	0.00576574	0.000920343	0.00164322	0.0411126	0.0805112	0.121788	0.529136	0.279811	0.0216216	0.0354706	1.708123
170	-180.2831	-167.2304	-13.0527	0.0451439	0.0468368	0.0465554	0.0440673	0.0517957	0.049368	0.0492558	0.0490812	0.0472648	0.0436855	0.0392184	0.07370081	-3.0979	-3.06109	-3.06711	-3.12204	-2.96045	-3.00845	-3.01073	-3.01428	-3.05199	-3.13074	-3.23861	-7.45441	-7.71103	-5.60363	-5.82281	-3.66626	-3.68638	-2.93262	-1.03292	-1.00461	-2.73482	-3.32161	0.00057888	0.000447861	0.00368445	0.00295927	0.025572	0.0250625	0.0532574	0.355967	0.366187	0.0649054	0.0360946	1.697394
180	-195.7316	-167.2414	-28.49015	0.115826	0.0804184	0.0621396	0.066748	0.0549748	0.0534075	0.0300944	0.0373681	0.0385317	0.0416269	0.0414155	0.284982	-2.15566	-2.52051	-2.77837	-2.70683	-2.90088	-2.9298	-3.50341	-3.28694	-3.25627	-3.17901	-3.1841	-8.80088	-6.56525	-5.83623	-6.51241	-3.24049	-3.13354	-2.79789	-0.917443	-1.29577	-3.9106	-2.51205	0.0001506	0.00140847	0.00291982	0.00148489	0.0391446	0.0435634	0.0609383	0.399539	0.273686	0.0200284	0.0811015	1.974526
190	-207.7825	-165.2743	-42.50822	0.190263	0.124177	0.0259675	0.0137452	0.0087538	0.0107821	0.00832061	0.0191071	0.391419	0.196827	0.0798778	0.9649427	-1.65935	-2.08605	-3.65091	-4.28706	-4.73827	-4.52987	-4.78902	-3.9577	-0.937978	-1.62543	-2.52726	-9.06529	-8.59755	-8.04272	-5.55927	-3.18225	-3.74733	-2.80102	-0.910125	-1.01616	-1.99409	-2.90206	0.00011561	0.000184558	0.000321432	0.0038516	0.0414922	0.0235805	0.0607479	0.402474	0.361982	0.136138	0.0549102	1.127131
200	-189.3782	-169.8128	-19.56542	0.017217	0.0198032	0.0235673	0.0198349	0.0203088	0.0178072	0.018962	0.0186582	0.0256946	0.028229	0.0283848	0.143381	-4.06186	-3.92191	-3.74789	-3.92031	-3.8967	-4.02815	-3.96532	-3.98147	-3.66147	-3.5674	-3.5619	-7.47632	-6.06297	-5.64108	-5.67944	-3.52366	-4.36526	-3.61836	-1.47695	-1.66145	-3.6034	-3.50083	0.00056634	0.00232748	0.00354902	0.00341548	0.0294912	0.0127113	0.0268266	0.228333	0.189863	0.027231	0.0301723	1.526798
210	-202.6628	-170.8116	-31.8512	0.013553	0.0198427	0.0135468	0.0196789	0.0180185	0.0269882	0.0199328	0.0163007	0.0255381	0.0301686	0.0318499	0.4061207	-4.30115	-3.91992	-4.30161	-3.92821	-4.01636	-3.61235	-3.91539	-4.11654	-3.66759	-3.50095	-3.44672	-8.16552	-6.44776	-6.83636	-6.86435	-3.81981	-5.43996	-3.68517	-1.44804	-2.24378	-4.26177	-3.69617	0.000284287	0.00158406	0.001074	0.00104436	0.0219321	0.00433964	0.0250929	0.235029	0.106057	0.0140973	0.0248184	2.257458
220	-206.2452	-174.5362	-31.70906	0.0186352	0.0230574	0.021299	0.0216718	0.0255992	0.0150486	0.0135242	0.0304053	0.0196836	0.0223217	0.0209824	0.6949381	-3.9827	-3.76977	-3.8491	-3.83174	-3.66519	-4.19647	-4.30327	-3.49314	-3.92797	-3.8022	-3.86407	-9.36301	-9.16718	-7.09827	-5.32307	-4.49788	-4.45109	-3.04491	-1.675	-2.34256	-2.3896	-2.86915	8.58411e-05	0.000104411	0.000826536	0.00487778	0.0111326	0.0116658	0.0476006	0.187308	0.0960814	0.0916667	0.0567473	1.653222
230	-208.7521	-167.8807	-40.87145	0.0475824	0.0350033	0.056159	0.0737334	0.0278754	0.0332417	0.0362552	0.0132302	0.019828	0.0241746	0.0170771	0.7094174	-3.04529	-3.35231	-2.87957	-2.6073	-3.58001	-3.40395	-3.31717	-4.32525	-3.92066	-3.72245	-4.07002	-9.15135	-5.79399	-10.1803	-7.95496	-4.58126	-4.21034	-3.06323	-0.941717	-1.20297	-3.82944	-3.34696	0.000106077	0.00304582	3.79107e-05	0.000350918	0.010242	0.0148413	0.0467363	0.389958	0.3003	0.0217218	0.0351911	2.551183
240	-209.6722	-167.6277	-42.04455	0.043309	0.0737332	0.0563431	0.0375148	0.0702168	0.0222566	0.00329149	0.00898788	0.00755348	0.0056179	0.00150012	1.015661	-3.1394	-2.6073	-2.8763	-3.28302	-2.65617	-3.80512	-5.71642	-4.71188	-4.88575	-5.1818	-6.50221	-6.2537	-5.9222	-5.71744	-7.01737	-3.84112	-3.38831	-3.01656	-1.11925	-1.78734	-5.25976	-3.94634	0.00192333	0.00267929	0.00328812	0.000896179	0.0214696	0.0337656	0.0489696	0.326526	0.167404	0.00519655	0.0193253	1.489096
250	-207.4491	-169.2195	-38.22955	0.108851	0.0653558	0.0205345	0.0195816	0.0419997	0.0135105	0.00580833	0.00327365	0.0237158	0.0186785	0.00461797	1.226771	-2.21778	-2.72791	-3.88565	-3.93316	-3.17009	-4.30429	-5.14846	-5.72185	-3.74161	-3.98038	-5.3778	-6.70246	-5.35415	-5.43731	-3.76785	-3.33605	-3.71276	-2.95927	-1.1637	-1.68424	-3.47851	-3.25225	0.00122788	0.00472848	0.00435118	0.0231016	0.0355771	0.02441	0.0518567	0.312328	0.185585	0.0308532	0.0386871	1.017174
260	-200.4458	-169.4283	-31.01752	0.0660732	0.0873637	0.0513402	0.0566976	0.0499978	0.0190589	0.0158692	0.00605341	0.0105865	0.0129885	0.00562064	0.7473287	-2.71699	-2.43768	-2.96928	-2.87002	-2.99578	-3.96022	-4.14338	-5.10713	-4.54817	-4.34369	-5.18131	-5.46033	-5.56901	-4.97183	-3.28066	-2.99922	-3.43548	-2.68226	-1.35417	-1.38225	-2.96261	-3.57802	0.00425213	0.00381424	0.00693046	0.0376035	0.049826	0.0322099	0.0684083	0.258162	0.251013	0.0516836	0.0279309	0.7206118
270	-208.5543	-167.4566	-41.09774	0.246601	0.0706711	0.0579389	0.0692822	0.031179	0.0159382	0.0130048	0.0284689	0.0148841	0.0163487	0.0266437	1.237433	-1.39998	-2.64972	-2.84837	-2.66957	-3.46801	-4.13904	-4.34244	-3.55894	-4.20746	-4.11361	-3.6252	-6.00524	-7.39851	-5.32359	-2.82917	-2.75492	-3.25398	-3.60762	-0.791714	-1.46534	-3.69236	-3.55481	0.00246581	0.000612161	0.00487523	0.0590621	0.0636139	0.03862	0.0271162	0.453068	0.231	0.0249132	0.0285868	1.936168
280	-199.6603	-166.7476	-32.91264	0.200035	0.140146	0.0830822	0.0391097	0.0262701	0.00878644	0.0110516	0.00734588	0.00548565	0.00585547	0.0037056	0.6186371	-1.60926	-1.96507	-2.48793	-3.24138	-3.63932	-4.73455	-4.50518	-4.91362	-5.20562	-5.14038	-5.59791	-7.30326	-4.64401	-4.16676	-2.91579	-2.73094	-3.1904	-2.34183	-0.981422	-1.47767	-3.48926	-4.3425	0.000673343	0.00961907	0.0155024	0.0541614	0.0651579	0.0411556	0.0961512	0.374778	0.228169	0.0305235	0.013004	1.392877
290	-208.5425	-172.6618	-35.88069	0.107273	0.259905	0.0651502	0.00964354	0.00255038	0.00492986	0.00724457	0.0152197	0.00865226	0.0149448	0.00389101	1.082927	-2.23238	-1.34744	-2.73106	-4.64147	-5.97151	-5.31245	-4.9275	-4.18517	-4.74993	-4.20339	-5.54909	-4.11509	-3.95017	-3.51856	-3.17536	-3.92335	-3.84385	-2.27465	-1.22098	-1.38793	-3.06592	-3.62347	0.0163245	0.0192515	0.0296421	0.0417792	0.0197747	0.021411	0.102833	0.29494	0.249592	0.0466109	0.02669	0.9464624
300	-207.3289	-169.1899	-38.13899	0.120883	0.162041	0.0579807	0.00872816	0.00701715	0.0017005	0.00414053	0.0133605	0.0194418	0.012183	0.00519403	0.9410568	-2.11293	-1.8199	-2.84765	-4.7412	-4.9594	-6.37683	-5.48693	-4.31545	-3.94033	-4.40772	-5.26025	-6.40111	-6.06839	-5.70576	-4.21588	-3.08891	-3.40927	-2.37855	-1.02955	-0.891235	-3.09788	-4.13255	0.00165971	0.0023149	0.00332676	0.0147593	0.0455517	0.0330653	0.0926845	0.357169	0.410149	0.0451446	0.0160419	0.8826328
310	-211.8459	-168.4249	-43.42098	0.210538	0.0794406	0.0179502	0.00289636	0.00380115	0.000851922	0.000739033	0.00274027	0.00700613	0.00350756	0.0039587	0.8635352	-1.55809	-2.53275	-4.02015	-5.8443	-5.57245	-7.06802	-7.21017	-5.8997	-4.96097	-5.65283	-5.53184	-9.4455	-6.0412	-6.10463	-4.69145	-2.82652	-2.60653	-2.93107	-1.4773	-1.69451	-3.96578	-5.56324	7.90444e-05	0.0023787	0.00223251	0.00917339	0.0592186	0.0737899	0.0533401	0.228253	0.18369	0.0189532	0.00383631	1.679388
320	-221.3085	-168.9406	-52.36792	0.526413	0.0995774	0.0144315	0.00911739	0.00102126	0.000803702	0.00106652	9.63628e-05	0.00231045	0.0021237	0.00251142	1.733874	-0.64167	-2.30682	-4.23834	-4.69757	-6.88672	-7.12628	-6.84336	-9.24739	-6.07031	-6.1546	-5.98691	-6.94775	-6.46123	-3.14712	-5.47332	-2.31514	-1.86071	-2.11863	-1.25094	-1.34451	-6.08569	-6.49603	0.000960793	0.00156287	0.0429757	0.00419727	0.0987525	0.155561	0.120197	0.286236	0.260667	0.00227518	0.00150942	2.744128
330	-222.9681	-170.9272	-52.04089	0.63285	0.0433256	0.0198118	0.00567043	0.000455789	0.000211997	0.000766771	4.50428e-05	0.000121311	0.00066321	0.000788782	1.532807	-0.457522	-3.13901	-3.92148	-5.17249	-7.69348	-8.45894	-7.17332	-10.0079	-9.01715	-7.31842	-7.14502	-5.50186	-7.56651	-4.45863	-4.56571	-2.535	-1.89136	-2.80471	-0.591277	-1.61689	-6.36965	-6.74468	0.00407916	0.000517496	0.0115782	0.0104025	0.0792616	0.150866	0.060524	0.55362	0.198515	0.00171275	0.00117712	2.501701
340	-222.5162	-169.4668	-53.04941	0.24228	0.0386766	0.0279487	0.00220001	0.00200956	5.13017e-05	0.00275316	0.000578246	0.000376453	0.000111627	0.000306503	1.928321	-1.41766	-3.25252	-3.57738	-6.11929	-6.20984	-9.87779	-5.895	-7.45551	-7.88472	-9.10035	-8.09028	-8.16928	-6.8897	-7.0716	-4.17985	-2.94451	-3.06546	-4.28923	-1.30048	-1.28734	-4.93291	-7.53161	0.000283221	0.00101822	0.000848875	0.0153007	0.0526278	0.0466324	0.0137154	0.2724	0.276003	0.00720549	0.000535875	2.03582
350	-222.631	-171.1043	-51.52673	0.128759	0.0170858	0.0122083	0.00150038	0.000535904	9.08517e-05	0.00114366	0.000463525	0.000216527	0.000256406	0.00154414	1.26032	-2.04982	-4.06951	-4.40564	-6.50203	-7.53156	-9.30628	-6.77352	-7.67665	-8.4378	-8.26875	-6.47329	-4.3688	-5.91569	-7.50806	-5.04242	-2.55859	-4.45207	-3.95814	-1.67911	-1.15542	-6.22901	-3.88909	0.0126664	0.0026968	0.000548642	0.00645811	0.0774139	0.0116545	0.0190986	0.186539	0.314924	0.0019714	0.0204639	2.078004
360	-215.5379	-167.0943	-48.44359	0.297059	0.0443747	0.0103367	0.00246208	0.000742948	4.73439e-05	0.000238574	0.000155723	0.000665728	0.00126591	0.00039696	1.38343	-1.21382	-3.11509	-4.57206	-6.00675	-7.20488	-9.95807	-8.34083	-8.76743	-7.31463	-6.67196	-7.83168	-9.6234	-6.63905	-7.2073	-5.58311	-2.25222	-3.00901	-3.07728	-1.48202	-0.939613	-3.64798	-3.3915	6.61623e-05	0.00130827	0.000741159	0.00376085	0.105165	0.0493406	0.0460845	0.227178	0.390779	0.0260437	0.0336582	1.417876
370	-214.6358	-166.8791	-47.75663	0.308403	0.0122328	0.0263844	0.00230121	0.000187216	7.80103e-05	7.19407e-05	8.46339e-05	0.000420778	0.000544616	0.00185456	1.753233	-1.17635	-4.40363	-3.63498	-6.07432	-8.58325	-9.45867	-9.53967	-9.37718	-7.7734	-7.51543	-6.29011	-6.55341	-6.61964	-5.5462	-5.39458	-2.2408	-4.6113	-3.06639	-1.19723	-1.53143	-2.74652	-3.56223	0.00142524	0.00133391	0.00390225	0.00454112	0.106373	0.00993885	0.0465891	0.302029	0.216227	0.0641507	0.0283754	1.25266
380	-217.0629	-169.5431	-47.51989	0.390121	0.0363382	0.00437827	0.00549356	0.000182579	0.000118021	4.21279e-05	6.89345e-05	0.000457566	0.000938789	0.000557153	2.759495	-0.941299	-3.31489	-5.4311	-5.20418	-8.60833	-9.04465	-10.0748	-9.58235	-7.68959	-6.97092	-7.49267	-5.91067	-4.47159	-4.96861	-5.03243	-3.43446	-3.415	-2.6771	-0.856256	-1.32439	-2.28185	-4.66788	0.00271037	0.0114292	0.00695281	0.00652292	0.0322427	0.0328765	0.0687624	0.424749	0.265965	0.102095	0.0093922	1.195086
390	-217.9358	-170.0446	-47.89114	0.340313	0.00618429	0.00372954	0.00283766	0.00093514	0.000677902	2.67348e-05	0.000102863	0.000649273	0.000210124	0.000159244	2.406759	-1.07789	-5.08574	-5.59147	-5.86478	-6.97481	-7.29651	-10.5295	-9.18212	-7.33966	-8.46781	-8.74508	-4.19533	-4.20428	-4.03926	-4.69484	-2.63419	-3.04532	-2.51493	-1.34059	-1.87469	-3.61104	-3.13501	0.0150657	0.0149315	0.0176105	0.0091423	0.0717771	0.047581	0.0808687	0.261692	0.153403	0.0270238	0.0434992	0.6046022
400	-212.423	-166.549	-45.874	0.533412	0.00628953	0.00216914	0.000950139	0.000365005	8.4736e-05	0.000119344	0.000123017	0.000600116	0.000289571	0.000968344	1.407583	-0.628461	-5.06887	-6.13343	-6.9589	-7.9156	-9.37597	-9.0335	-9.00319	-7.41839	-8.14711	-6.93992	-3.48054	-4.2846	-5.7638	-4.24386	-2.06436	-2.794	-2.59875	-1.03481	-1.3942	-3.27365	-4.24608	0.0307909	0.0137791	0.00313914	0.0143521	0.1269	0.0611759	0.0743665	0.355293	0.248031	0.0378681	0.0143203	1.439228
410	-211.9331	-165.1002	-46.8329	0.365922	0.0661043	0.0104695	0.00146552	0.000451739	0.000368203	0.000250792	0.000652313	0.000337122	0.000289065	0.00031736	1.418074	-1.00533	-2.71652	-4.55929	-6.52555	-7.70241	-7.90688	-8.29089	-7.33499	-7.99507	-8.14886	-8.05547	-6.18175	-7.40998	-6.38847	-5.14883	-2.25912	-3.30952	-2.86729	-1.0009	-1.38706	-5.20643	-5.28616	0.0020668	0.000605185	0.00168083	0.00580622	0.104443	0.0365339	0.0568527	0.367548	0.249809	0.00548119	0.00506116	2.521207
420	-211.0572	-168.5643	-42.49288	0.053698	0.0444416	0.0178333	0.00333323	0.00182307	0.0011783	0.00080826	0.00100108	0.00173104	0.00137722	0.001157	0.6267111	-2.92438	-3.11358	-4.02669	-5.70381	-6.30723	-6.74368	-7.12063	-6.90667	-6.35903	-6.58769	-6.76193	-8.75041	-7.44381	-8.39195	-7.89334	-3.0492	-4.85542	-3.93527	-1.85419	-1.451	-6.04495	-5.01904	0.000158396	0.00058505	0.000226685	0.000373219	0.0473967	0.00778609	0.0195405	0.15658	0.234336	0.0023698	0.00661089	2.333902
430	-217.4824	-169.5091	-47.9733	0.0946631	0.0684865	0.068689	0.00495263	0.00124284	0.00168378	0.00169802	0.000464528	0.000969023	0.00081319	0.00147057	0.8239949	-2.35743	-2.68112	-2.67817	-5.30784	-6.69036	-6.38671	-6.37829	-7.67449	-6.93922	-7.11455	-6.5221	-8.18069	-9.31078	-10.4771	-8.45334	-2.94257	-4.89507	-3.54983	-1.43278	-2.1223	-4.54879	-2.74376	0.000280009	9.04436e-05	2.81752e-05	0.000213187	0.0527302	0.00748335	0.0287296	0.238644	0.119755	0.01058	0.0643283	1.918601
440	-224.4675	-168.92	-55.54747	0.109409	0.236914	0.076532	0.00284095	0.000507866	0.00046158	0.0131456	0.000391671	0.000833375	0.00147509	0.000186431	1.62789	-2.21266	-1.44006	-2.57005	-5.86362	-7.58529	-7.68085	-4.33167	-7.84509	-7.09003	-6.51904	-8.58745	-6.92006	-9.09692	-9.15685	-8.25464	-2.6932	-4.25505	-2.51986	-0.894112	-1.70457	-2.13443	-4.95743	0.000987768	0.00011201	0.000105495	0.000260049	0.0676638	0.0141924	0.0804712	0.408971	0.181851	0.118312	0.007031	2.699554
