Iteration	Posterior	Likelihood	Prior	interval_times[1]	interval_times[2]	interval_times[3]	interval_times[4]	interval_times[5]	interval_times[6]	interval_times[7]	interval_times[8]	interval_times[9]	interval_times[10]
1350	-207.4249	-158.5869	-48.83798	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1360	-204.9153	-161.7961	-43.11919	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1370	-206.2316	-162.2998	-43.93183	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1380	-206.8756	-166.2806	-40.59494	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1390	-216.0606	-160.124	-55.9366	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1400	-206.3426	-160.3065	-46.03614	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1410	-205.8892	-163.0025	-42.88668	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1420	-208.1075	-162.5871	-45.52037	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1430	-208.0495	-158.6358	-49.41371	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1440	-205.2029	-163.0758	-42.12716	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1450	-217.6953	-166.7567	-50.93859	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1460	-214.1536	-159.8793	-54.27428	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1470	-220.9735	-163.2019	-57.77162	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1480	-219.7714	-165.7034	-54.06806	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1490	-219.0216	-164.18	-54.84164	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1500	-220.7729	-163.8662	-56.90663	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1510	-219.8435	-160.0773	-59.76625	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1520	-207.5866	-163.8682	-43.71841	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1530	-208.1195	-165.2289	-42.89059	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1540	-211.9984	-164.1458	-47.85263	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1550	-210.4719	-166.6461	-43.82584	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1560	-209.125	-163.9186	-45.20644	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1570	-204.7699	-164.6046	-40.16527	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1580	-201.4787	-160.9926	-40.48607	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1590	-207.1986	-160.5286	-46.66998	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1600	-208.4885	-168.6963	-39.79221	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1610	-203.7189	-163.4364	-40.28246	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1620	-202.5975	-164.2334	-38.36412	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1630	-204.2705	-165.2174	-39.05306	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1640	-202.4195	-161.9191	-40.50046	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1650	-207.4959	-164.4776	-43.01838	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1660	-210.3785	-163.055	-47.32346	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1670	-209.8127	-162.2697	-47.54302	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1680	-212.7017	-168.3829	-44.31878	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1690	-201.1244	-161.5815	-39.54289	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1700	-207.5551	-162.703	-44.85208	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1710	-209.4969	-158.61	-50.88686	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1720	-209.8423	-162.2963	-47.54599	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1730	-212.321	-159.4321	-52.8889	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1740	-202.006	-162.907	-39.09902	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1750	-196.9862	-162.2484	-34.73779	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1760	-204.5469	-161.8333	-42.71358	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1770	-206.4525	-161.6008	-44.85163	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1780	-181.7035	-167.3825	-14.32094	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1790	-203.7492	-168.8886	-34.86056	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1800	-198.8494	-171.041	-27.80842	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1810	-203.977	-170.351	-33.62604	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1820	-200.6234	-162.9385	-37.6849	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1830	-187.0695	-166.1165	-20.95297	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1840	-187.8671	-169.3324	-18.53476	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1850	-205.2925	-174.4766	-30.81594	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1860	-197.8627	-168.887	-28.97569	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1870	-195.9187	-166.7185	-29.20025	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1880	-191.1518	-165.8113	-25.34053	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1890	-204.1424	-162.4731	-41.66921	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1900	-204.5886	-167.4038	-37.18483	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1910	-203.619	-163.0699	-40.54903	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1920	-199.4201	-168.185	-31.23506	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1930	-210.7527	-169.0184	-41.73427	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
1940	-203.5138	-168.5414	-34.97245	7.96907	15.9381	23.9072	31.8763	39.8453	47.8144	55.7835	63.7525	71.7216	79.6907
