state	power	likelihood
2510	0.000104858	-268.695
2520	0.000104858	-266.04
2530	0.000104858	-236.852
2540	0.000104858	-286.696
2550	0.000104858	-237.475
2560	0.000104858	-272.605
2570	0.000104858	-229.025
2580	0.000104858	-236.892
2590	0.000104858	-231.071
2600	0.000104858	-256.935
2610	0.000104858	-223.191
2620	0.000104858	-240.662
2630	0.000104858	-226.721
2640	0.000104858	-245.127
2650	0.000104858	-241.577
2660	0.000104858	-235.829
2670	0.000104858	-221.191
2680	0.000104858	-286.568
2690	0.000104858	-280.737
2700	0.000104858	-265.829
2710	0.000104858	-294.948
2720	0.000104858	-257.58
2730	0.000104858	-257.805
2740	0.000104858	-241.836
2750	0.000104858	-254.456
2760	0.000104858	-226.086
2770	0.000104858	-269.127
2780	0.000104858	-234.265
2790	0.000104858	-266.369
2800	0.000104858	-240.468
2810	0.000104858	-223.373
2820	0.000104858	-234.752
2830	0.000104858	-227.258
2840	0.000104858	-245.276
2850	0.000104858	-228.64
2860	0.000104858	-227.739
2870	0.000104858	-232.063
2880	0.000104858	-249.019
2890	0.000104858	-224.954
2900	0.000104858	-405.286
2910	0.000104858	-235.503
2920	0.000104858	-219.934
2930	0.000104858	-284.227
2940	0.000104858	-282.246
2950	0.000104858	-261.898
2960	0.000104858	-282.395
2970	0.000104858	-239.374
2980	0.000104858	-278.426
2990	0.000104858	-245.157
3000	0.000104858	-232.569
3010	0.000104858	-232.156
3020	0.000104858	-240.331
3030	0.000104858	-224.161
3040	0.000104858	-253.333
3050	0.000104858	-256.351
3060	0.000104858	-245.578
3070	0.000104858	-229.251
3080	0.000104858	-237.677
3090	0.000104858	-220.848
3100	0.000104858	-242.277
3110	0.000104858	-223.209
3120	0.000104858	-258.516
3130	0.000104858	-239.667
3140	0.000104858	-226.967
3150	0.000104858	-225.466
3160	0.000104858	-253.053
3170	0.000104858	-246.566
3180	0.000104858	-230.689
3190	0.000104858	-225.252
3200	0.000104858	-274.764
3210	0.000104858	-221.495
3220	0.000104858	-277.674
3230	0.000104858	-239.663
3240	0.000104858	-257.397
3250	0.000104858	-222.666
3260	0.000104858	-230.318
3270	0.000104858	-251.707
3280	0.000104858	-227.445
3290	0.000104858	-246.124
3300	0.000104858	-224.266
3310	0.000104858	-239.328
3320	0.000104858	-223.238
3330	0.000104858	-258.263
3340	0.000104858	-233.643
3350	0.000104858	-242.883
3360	0.000104858	-255.174
3370	0.000104858	-266.275
3380	0.000104858	-242.419
3390	0.000104858	-233.518
3400	0.000104858	-235.34
3410	0.000104858	-215.834
3420	0.000104858	-243.649
3430	0.000104858	-225.078
3440	0.000104858	-225.335
3450	0.000104858	-268.943
3460	0.000104858	-268.282
3470	0.000104858	-255.56
3480	0.000104858	-251.889
3490	0.000104858	-224.052
3500	0.000104858	-252.903
3510	0.000104858	-257.182
3520	0.000104858	-266.239
3530	0.000104858	-311.326
3540	0.000104858	-292.15
3550	0.000104858	-236.466
3560	0.000104858	-260.522
3570	0.000104858	-237.008
3580	0.000104858	-225.319
3590	0.000104858	-229.54
3600	0.000104858	-275.915
3610	0.000104858	-246.469
3620	0.000104858	-234.29
3630	0.000104858	-278.91
3640	0.000104858	-338.726
3650	0.000104858	-220.206
3660	0.000104858	-285.971
3670	0.000104858	-236.095
3680	0.000104858	-251.802
3690	0.000104858	-234.732
3700	0.000104858	-243.897
3710	0.000104858	-262.268
3720	0.000104858	-241.295
3730	0.000104858	-254.352
3740	0.000104858	-241.762
3750	0.000104858	-236.1
3760	0.000104858	-246.928
3770	0.000104858	-268.628
3780	0.000104858	-245.422
3790	0.000104858	-242.892
3800	0.000104858	-242.72
3810	0.000104858	-228.882
3820	0.000104858	-262.368
